maze,wall_1_1_0.1_0.1,wall_2_1_0.2_0.2,wall_2_1_0.4_0.4,wall_2_1_0.6_0.6,wall_4_1_0.1_0.1,columns_1_1_0.1_0.1,columns_2_1_0.2_0.2,columns_2_1_0.4_0.4,columns_2_1_0.6_0.6,columns_4_1_0.1_0.1,board_1_1_0.1_0.1,board_2_1_0.2_0.2,board_2_1_0.4_0.4,board_2_1_0.6_0.6,board_4_1_0.1_0.1
0.1_0.1,4632.0,3624.0,2638.0,2442.0,2536.0,10422.0,5140.0,4914.0,4418.0,6692.0,4880.0,3666.0,4546.0,4022.0,1628.0
0.1_0.2,3564.0,3214.0,3448.0,2740.0,3374.0,5158.0,5360.0,6308.0,4010.0,2676.0,2634.0,4166.0,2178.0,2004.0,2662.0
0.1_0.3,1638.0,1668.0,3540.0,708.0,2640.0,6064.0,4868.0,2548.0,2376.0,6260.0,1130.0,3702.0,3984.0,3922.0,3756.0
0.1_0.4,1730.0,3892.0,2652.0,778.0,1810.0,2486.0,3898.0,3650.0,1890.0,4664.0,2332.0,2462.0,2744.0,4648.0,2080.0
0.1_0.5,1314.0,2472.0,826.0,606.0,564.0,3710.0,3788.0,2378.0,754.0,2422.0,3238.0,5288.0,4036.0,2640.0,2676.0
0.1_0.6,48649.0,47614.0,47827.0,51819.0,52015.0,48499.0,50014.0,47957.0,48128.0,47024.0,49114.0,47097.0,47752.0,47020.0,48080.0
0.1_0.7,46792.0,48217.0,46427.0,52132.0,48355.0,46709.0,46929.0,47842.0,49829.0,49564.0,47317.0,49203.0,48216.0,49015.0,48381.0
0.1_0.8,46736.0,48777.0,47975.0,49004.0,49950.0,50605.0,47095.0,47497.0,47901.0,48761.0,47264.0,49090.0,47899.0,47880.0,49068.0
0.1_0.9,49552.0,48311.0,47794.0,46966.0,47651.0,47947.0,50842.0,49680.0,47816.0,51029.0,48237.0,48706.0,47539.0,47917.0,49313.0
0.2_0.1,5738.0,3518.0,8728.0,3986.0,1372.0,12402.0,6124.0,11802.0,12186.0,7120.0,4430.0,5140.0,3866.0,4088.0,5074.0
0.2_0.2,3364.0,3154.0,3960.0,5464.0,1020.0,14932.0,9214.0,6162.0,5340.0,2990.0,3254.0,2446.0,2136.0,3118.0,2456.0
0.2_0.3,2400.0,3570.0,902.0,950.0,712.0,5810.0,4184.0,3342.0,3874.0,1786.0,2744.0,1944.0,3514.0,3304.0,4140.0
