maze,wall_1_1_0.1_0.1,wall_2_1_0.2_0.2,wall_2_1_0.4_0.4,wall_2_1_0.6_0.6,wall_4_1_0.1_0.1,columns_1_1_0.1_0.1,columns_2_1_0.2_0.2,columns_2_1_0.4_0.4,columns_2_1_0.6_0.6,columns_4_1_0.1_0.1,board_1_1_0.1_0.1,board_2_1_0.2_0.2,board_2_1_0.4_0.4,board_2_1_0.6_0.6,board_4_1_0.1_0.1
0.1_0.1,37321.0,17269.0,11701.0,31917.0,6043.0,45336.0,28868.0,40520.0,20418.0,47824.0,39015.0,19705.0,37737.0,39027.0,45637.0
0.1_0.2,35653.0,27921.0,17887.0,12181.0,17951.0,37956.0,36584.0,17418.0,42720.0,31654.0,24765.0,36669.0,20379.0,36071.0,19525.0
0.1_0.3,31869.0,18745.0,10387.0,16179.0,12689.0,36576.0,38566.0,27850.0,33400.0,30130.0,33961.0,34271.0,25741.0,37763.0,10447.0
0.1_0.4,19813.0,20585.0,16975.0,20985.0,24987.0,36150.0,41664.0,23176.0,34928.0,15708.0,34891.0,35623.0,33285.0,29691.0,22615.0
0.1_0.5,17689.0,16713.0,20677.0,14367.0,28253.0,37810.0,27642.0,23328.0,35138.0,32390.0,21461.0,27799.0,29345.0,32137.0,24949.0
0.1_0.6,48973.0,47267.0,47959.0,47867.0,50788.0,47380.0,47363.0,47576.0,47019.0,47342.0,47290.0,46662.0,47587.0,40803.0,24727.0
0.1_0.7,47336.0,47452.0,48626.0,49621.0,47864.0,46839.0,46683.0,48032.0,47762.0,49759.0,46939.0,47201.0,47733.0,43203.0,47172.0
0.1_0.8,46714.0,48097.0,47592.0,47140.0,48297.0,46813.0,47355.0,46446.0,47400.0,47402.0,46794.0,46941.0,46960.0,41031.0,47070.0
0.1_0.9,47387.0,49168.0,51432.0,48060.0,48716.0,46931.0,47568.0,44267.0,47651.0,47389.0,47609.0,47774.0,47059.0,40243.0,47191.0
0.2_0.1,23125.0,30553.0,14643.0,40181.0,24805.0,37998.0,25346.0,18274.0,23248.0,47895.0,22065.0,23985.0,26145.0,33799.0,42943.0
0.2_0.2,26345.0,17625.0,14781.0,15021.0,25385.0,36176.0,19476.0,17838.0,26778.0,40198.0,26847.0,26469.0,29669.0,26661.0,28495.0
0.2_0.3,21147.0,22661.0,13255.0,22675.0,33777.0,26312.0,28730.0,33480.0,29394.0,9190.0,27187.0,24995.0,44581.0,24219.0,37223.0
0.2_0.4,18967.0,13589.0,15619.0,22401.0,9775.0,30800.0,28790.0,21072.0,40974.0,36620.0,25827.0,27807.0,19957.0,32833.0,19769.0
0.2_0.5,28183.0,13389.0,11771.0,4605.0,18097.0,34062.0,39146.0,31634.0,10516.0,34822.0,28677.0,26063.0,21675.0,16753.0,10127.0
0.2_0.6,46244.0,49875.0,47543.0,46764.0,48171.0,47313.0,47492.0,47552.0,47485.0,50998.0,49137.0,47856.0,47542.0,38966.0,46875.0
0.2_0.7,48985.0,48629.0,47571.0,49994.0,50843.0,47606.0,47030.0,47265.0,47647.0,48329.0,46670.0,46922.0,46886.0,42574.0,46065.0
0.2_0.8,48402.0,48731.0,47888.0,47732.0,47416.0,47470.0,47019.0,47350.0,48156.0,48208.0,47318.0,47148.0,47181.0,43755.0,47424.0
0.2_0.9,48177.0,47199.0,49124.0,47264.0,50613.0,46714.0,46815.0,47234.0,46940.0,49842.0,46938.0,46990.0,47763.0,43966.0,50952.0
0.3_0.1,31467.0,17211.0,17487.0,25685.0,27365.0,29966.0,41408.0,23122.0,36340.0,39776.0,24259.0,24377.0,29397.0,29675.0,14557.0
