maze,wall_1_1_0.1_0.1,wall_2_1_0.2_0.2,wall_2_1_0.4_0.4,wall_2_1_0.6_0.6,wall_4_1_0.1_0.1,columns_1_1_0.1_0.1,columns_2_1_0.2_0.2,columns_2_1_0.4_0.4,columns_2_1_0.6_0.6,columns_4_1_0.1_0.1,board_1_1_0.1_0.1,board_2_1_0.2_0.2,board_2_1_0.4_0.4,board_2_1_0.6_0.6,board_4_1_0.1_0.1
0.1_0.1,17.0,19.0,17.0,17.0,17.0,75.0,21.0,21.0,21.0,21.0,59.0,97.0,57.0,85.0,43.0
0.1_0.2,27.0,19.0,17.0,17.0,19.0,21.0,43.0,23.0,21.0,33.0,101.0,97.0,39.0,57.0,53.0
0.1_0.3,73.0,25.0,17.0,17.0,41.0,25.0,21.0,21.0,21.0,27.0,43.0,75.0,25.0,49.0,69.0
0.1_0.4,19.0,19.0,19.0,17.0,37.0,47.0,35.0,35.0,21.0,55.0,57.0,81.0,87.0,49.0,77.0
0.1_0.5,19.0,21.0,23.0,17.0,23.0,43.0,23.0,31.0,21.0,33.0,73.0,57.0,55.0,21.0,79.0
0.1_0.6,48671.0,17.0,17.0,17.0,17.0,21.0,52547.0,21.0,21.0,25.0,73.0,57.0,49.0,17.0,73.0
0.1_0.7,17.0,19.0,17.0,17.0,49539.0,50072.0,47327.0,48398.0,21.0,50431.0,91.0,37.0,49679.0,50797.0,55.0
0.1_0.8,17.0,21.0,17.0,17.0,17.0,46055.0,51372.0,21.0,21.0,47957.0,65.0,85.0,109.0,52027.0,51317.0
0.1_0.9,19.0,17.0,17.0,17.0,50509.0,25.0,52779.0,21.0,21.0,47443.0,163.0,61.0,31.0,59.0,69.0
0.2_0.1,23.0,19.0,19.0,17.0,19.0,29.0,31.0,21.0,25.0,33.0,97.0,81.0,47.0,57.0,95.0
0.2_0.2,21.0,27.0,17.0,17.0,25.0,27.0,21.0,21.0,21.0,53.0,49.0,57.0,65.0,51.0,55.0
0.2_0.3,17.0,17.0,17.0,17.0,25.0,27.0,29.0,25.0,21.0,27.0,71.0,51.0,79.0,41.0,171.0
0.2_0.4,21.0,17.0,17.0,17.0,25.0,47.0,37.0,33.0,21.0,31.0,93.0,57.0,45.0,19.0,65.0
0.2_0.5,17.0,17.0,17.0,17.0,17.0,45.0,25.0,39.0,21.0,41.0,105.0,23.0,69.0,33.0,59.0
0.2_0.6,17.0,17.0,17.0,17.0,17.0,45623.0,50284.0,21.0,21.0,47293.0,147.0,53.0,73.0,31.0,69.0
0.2_0.7,17.0,17.0,17.0,17.0,51879.0,49058.0,50911.0,21.0,21.0,49381.0,61.0,50209.0,52053.0,50696.0,81.0
0.2_0.8,51466.0,17.0,17.0,17.0,46901.0,23.0,52507.0,21.0,21.0,47699.0,49315.0,52110.0,48709.0,49461.0,53.0
0.2_0.9,19.0,17.0,17.0,17.0,17.0,47230.0,50152.0,21.0,21.0,49618.0,51007.0,61.0,48857.0,15.0,51320.0
0.3_0.1,21.0,17.0,17.0,17.0,17.0,59.0,41.0,41.0,21.0,35.0,105.0,77.0,53.0,39.0,41.0
0.3_0.2,17.0,17.0,17.0,17.0,25.0,33.0,27.0,21.0,21.0,31.0,105.0,35.0,57.0,65.0,49.0
0.3_0.3,21.0,17.0,17.0,21.0,19.0,53.0,31.0,25.0,21.0,21.0,93.0,81.0,69.0,63.0,81.0
0.3_0.4,19.0,23.0,17.0,17.0,19.0,29.0,21.0,23.0,21.0,37.0,91.0,67.0,29.0,29.0,67.0
0.3_0.5,17.0,17.0,17.0,17.0,21.0,31.0,35.0,21.0,21.0,27.0,41.0,59.0,23.0,15.0,77.0
0.3_0.6,19.0,48241.0,17.0,17.0,17.0,50009.0,50777.0,21.0,21.0,21.0,69.0,73.0,67.0,49068.0,83.0
0.3_0.7,17.0,17.0,50678.0,17.0,19.0,49619.0,25.0,21.0,48415.0,49024.0,81.0,51.0,49761.0,15.0,145.0
0.3_0.8,17.0,17.0,17.0,17.0,19.0,48067.0,21.0,21.0,21.0,48526.0,49432.0,52304.0,51900.0,52536.0,50057.0
0.3_0.9,49606.0,17.0,17.0,17.0,17.0,21.0,50879.0,21.0,21.0,21.0,48849.0,50732.0,52430.0,51891.0,55.0
0.4_0.1,21.0,21.0,19.0,17.0,19.0,29.0,25.0,49.0,27.0,23.0,61.0,87.0,69.0,65.0,75.0
0.4_0.2,17.0,23.0,19.0,17.0,19.0,27.0,37.0,23.0,21.0,29.0,63.0,51.0,57.0,15.0,101.0
0.4_0.3,25.0,17.0,19.0,17.0,17.0,33.0,21.0,23.0,21.0,31.0,97.0,63.0,71.0,49.0,105.0
0.4_0.4,19.0,17.0,17.0,17.0,25.0,51.0,31.0,23.0,21.0,53.0,45.0,71.0,35.0,47.0,71.0
0.4_0.5,23.0,17.0,17.0,17.0,21.0,49.0,21.0,21.0,21.0,31.0,111.0,91.0,47.0,25.0,81.0
0.4_0.6,17.0,17.0,17.0,17.0,52005.0,51019.0,23.0,21.0,21.0,49316.0,77.0,50519.0,52424.0,49251.0,51565.0
0.4_0.7,51103.0,17.0,52529.0,17.0,17.0,47806.0,49374.0,48471.0,21.0,49765.0,50782.0,51780.0,49511.0,19.0,52073.0
0.4_0.8,19.0,17.0,17.0,17.0,50212.0,46548.0,21.0,23.0,21.0,50815.0,49039.0,48758.0,52229.0,52289.0,51589.0
0.4_0.9,50680.0,17.0,17.0,17.0,51238.0,23.0,21.0,21.0,21.0,50438.0,49132.0,51975.0,49027.0,48668.0,51707.0
0.5_0.1,23.0,19.0,17.0,17.0,17.0,29.0,27.0,67.0,25.0,25.0,61.0,57.0,79.0,35.0,75.0
0.5_0.2,17.0,21.0,27.0,17.0,19.0,23.0,31.0,21.0,21.0,31.0,61.0,37.0,59.0,35.0,63.0
0.5_0.3,17.0,17.0,17.0,17.0,17.0,37.0,33.0,21.0,21.0,47.0,57.0,59.0,79.0,29.0,107.0
0.5_0.4,21.0,19.0,17.0,17.0,17.0,33.0,21.0,23.0,21.0,27.0,57.0,49.0,27.0,21.0,63.0
0.5_0.5,19.0,25.0,17.0,17.0,17.0,23.0,25.0,21.0,21.0,39.0,31.0,27.0,39.0,27.0,115.0
0.5_0.6,17.0,17.0,17.0,17.0,17.0,21.0,49016.0,21.0,21.0,47415.0,50292.0,52261.0,49297.0,50657.0,155.0
0.5_0.7,47754.0,17.0,17.0,17.0,17.0,47252.0,21.0,21.0,21.0,49484.0,52410.0,50247.0,52259.0,48688.0,52839.0
0.5_0.8,17.0,17.0,17.0,17.0,50563.0,46732.0,21.0,50693.0,21.0,23.0,50493.0,50889.0,52285.0,48738.0,51664.0
0.5_0.9,50757.0,17.0,17.0,17.0,48172.0,50775.0,49315.0,21.0,21.0,49463.0,49132.0,49180.0,51053.0,52379.0,53385.0
0.6_0.1,19.0,17.0,25.0,17.0,17.0,41.0,37.0,27.0,27.0,21.0,95.0,43.0,69.0,57.0,79.0
0.6_0.2,19.0,17.0,17.0,17.0,17.0,23.0,21.0,21.0,21.0,45.0,85.0,67.0,47.0,35.0,53.0
0.6_0.3,35.0,17.0,17.0,17.0,17.0,43.0,21.0,23.0,21.0,31.0,83.0,59.0,75.0,15.0,65.0
0.6_0.4,17.0,19.0,17.0,17.0,19.0,29.0,27.0,21.0,21.0,35.0,63.0,47.0,17.0,17.0,33.0
0.6_0.5,19.0,19.0,23.0,17.0,21.0,35.0,21.0,23.0,21.0,25.0,77.0,67.0,61.0,19.0,95.0
