maze,wall_1_bonus_0.1_0.1,wall_2_bonus_0.2_0.2,wall_2_bonus_0.4_0.4,wall_2_bonus_0.6_0.6,wall_4_bonus_0.1_0.1,columns_1_bonus_0.1_0.1,columns_2_bonus_0.2_0.2,columns_2_bonus_0.4_0.4,columns_2_bonus_0.6_0.6,columns_4_bonus_0.1_0.1,board_1_bonus_0.1_0.1,board_2_bonus_0.2_0.2,board_2_bonus_0.4_0.4,board_2_bonus_0.6_0.6,board_4_bonus_0.1_0.1
0.1_0.1,16166.0,2936.0,2026.0,2676.0,466.0,5918.0,2080.0,1142.0,1198.0,866.0,7848.0,7686.0,4910.0,3558.0,2814.0
0.1_0.2,5464.0,1750.0,1374.0,1538.0,508.0,5914.0,1228.0,3198.0,1918.0,1206.0,2284.0,2556.0,5992.0,2000.0,4486.0
0.1_0.3,1082.0,564.0,630.0,1168.0,760.0,10460.0,724.0,992.0,446.0,1220.0,1440.0,4892.0,6252.0,4398.0,3412.0
0.1_0.4,5788.0,3932.0,864.0,1100.0,720.0,13768.0,2624.0,1622.0,1512.0,572.0,1434.0,4874.0,4324.0,3786.0,5004.0
0.1_0.5,1052.0,442.0,850.0,500.0,484.0,1912.0,730.0,2076.0,1388.0,928.0,1272.0,2216.0,3756.0,2404.0,4400.0
0.1_0.6,260.0,940.0,682.0,49160.0,48599.0,10222.0,2002.0,710.0,47983.0,49950.0,2520.0,1714.0,2910.0,47716.0,5092.0
0.1_0.7,516.0,1462.0,48598.0,49515.0,50094.0,3818.0,2070.0,47105.0,49831.0,47862.0,4492.0,5034.0,1848.0,46711.0,5250.0
0.1_0.8,744.0,474.0,50847.0,51167.0,48715.0,422.0,1752.0,47414.0,47879.0,49700.0,2472.0,6872.0,1658.0,48557.0,7022.0
0.1_0.9,822.0,49181.0,48761.0,49695.0,47209.0,780.0,47915.0,47861.0,49941.0,49757.0,1880.0,3288.0,47697.0,47592.0,51422.0
0.2_0.1,4248.0,2198.0,2116.0,1902.0,624.0,16590.0,2214.0,2126.0,666.0,1658.0,1992.0,3304.0,5372.0,4538.0,4510.0
0.2_0.2,1940.0,1208.0,2480.0,1412.0,454.0,17330.0,1900.0,2068.0,1142.0,874.0,2296.0,2684.0,1710.0,3150.0,7082.0
0.2_0.3,16094.0,1766.0,1272.0,1324.0,1140.0,11242.0,1128.0,982.0,1492.0,606.0,3608.0,4030.0,6208.0,4498.0,5008.0
0.2_0.4,2162.0,1130.0,1194.0,1274.0,1062.0,1012.0,1044.0,800.0,1322.0,1070.0,1816.0,2392.0,4254.0,5312.0,3180.0
0.2_0.5,822.0,672.0,590.0,812.0,784.0,2580.0,1416.0,640.0,1660.0,424.0,4382.0,4114.0,2626.0,1730.0,5392.0
0.2_0.6,960.0,1120.0,48968.0,51579.0,47341.0,2052.0,2226.0,882.0,48337.0,48242.0,3464.0,2276.0,1802.0,47642.0,3420.0
0.2_0.7,702.0,1014.0,49573.0,47920.0,48013.0,12306.0,2644.0,47784.0,48483.0,47294.0,536.0,1708.0,50960.0,47577.0,8196.0
0.2_0.8,8046.0,386.0,49008.0,46371.0,50273.0,380.0,1064.0,47618.0,47441.0,47588.0,1494.0,4040.0,50583.0,47666.0,51720.0
0.2_0.9,468.0,48066.0,51191.0,49080.0,48100.0,650.0,49665.0,48925.0,47942.0,47195.0,4226.0,3894.0,49114.0,47478.0,45310.0
0.3_0.1,7204.0,1488.0,884.0,1548.0,1730.0,9876.0,1218.0,2176.0,836.0,996.0,7734.0,4166.0,6350.0,5112.0,3372.0
0.3_0.2,9424.0,1354.0,962.0,906.0,376.0,8622.0,5972.0,1514.0,1810.0,1292.0,4132.0,1436.0,2836.0,2780.0,5366.0
0.3_0.3,11408.0,1556.0,1494.0,1278.0,1168.0,1442.0,2322.0,906.0,1950.0,1122.0,3752.0,5124.0,3142.0,3018.0,3830.0
0.3_0.4,3224.0,458.0,408.0,586.0,262.0,14822.0,1304.0,944.0,856.0,694.0,1998.0,4388.0,4054.0,3664.0,6076.0
0.3_0.5,1326.0,846.0,590.0,408.0,158.0,3878.0,1750.0,1342.0,1836.0,280.0,3672.0,5690.0,2914.0,3844.0,5330.0
0.3_0.6,7820.0,206.0,48334.0,52815.0,48654.0,7680.0,1100.0,49859.0,46762.0,47549.0,2612.0,5508.0,974.0,49467.0,5694.0
0.3_0.7,362.0,1110.0,47161.0,49377.0,52457.0,4142.0,852.0,47800.0,47704.0,48640.0,972.0,4562.0,47264.0,47364.0,8482.0
0.3_0.8,750.0,46452.0,47664.0,49639.0,47576.0,1268.0,47802.0,47421.0,48959.0,47434.0,3656.0,3332.0,50278.0,48104.0,10180.0
0.3_0.9,486.0,47641.0,49120.0,50178.0,50721.0,400.0,48060.0,47450.0,48087.0,48159.0,2990.0,47511.0,51163.0,50150.0,49570.0
0.4_0.1,1656.0,788.0,988.0,938.0,572.0,8618.0,1146.0,1584.0,1348.0,810.0,3016.0,4654.0,6064.0,4564.0,3784.0
0.4_0.2,12566.0,1026.0,1136.0,900.0,462.0,13652.0,1138.0,1606.0,606.0,948.0,562.0,4530.0,3496.0,2800.0,2534.0
0.4_0.3,12620.0,1752.0,630.0,1580.0,1022.0,5602.0,2080.0,1278.0,878.0,1178.0,2248.0,1412.0,4804.0,2234.0,3880.0
0.4_0.4,18420.0,1416.0,1472.0,1080.0,326.0,1510.0,1126.0,954.0,624.0,410.0,2626.0,4754.0,5434.0,4324.0,5870.0
0.4_0.5,450.0,504.0,342.0,268.0,114.0,1870.0,512.0,1026.0,782.0,296.0,2556.0,1992.0,4938.0,842.0,6134.0
0.4_0.6,966.0,410.0,50471.0,47853.0,47922.0,4184.0,1230.0,48322.0,48101.0,48583.0,6320.0,2024.0,47397.0,51187.0,5884.0
0.4_0.7,260.0,48590.0,47914.0,48119.0,47503.0,18346.0,1124.0,49021.0,47878.0,48931.0,3486.0,2980.0,48818.0,47615.0,9372.0
0.4_0.8,416.0,47105.0,51897.0,48750.0,48323.0,8916.0,47645.0,47453.0,47244.0,47773.0,5620.0,3874.0,48139.0,47632.0,6916.0
0.4_0.9,240.0,46999.0,49148.0,47763.0,47364.0,4980.0,49630.0,47217.0,47596.0,47612.0,1136.0,48836.0,47906.0,47990.0,45386.0
0.5_0.1,14338.0,720.0,1356.0,1530.0,558.0,13982.0,1712.0,2178.0,2622.0,1080.0,846.0,5264.0,3674.0,2496.0,3692.0
0.5_0.2,12782.0,1370.0,1374.0,796.0,424.0,6744.0,786.0,1496.0,2670.0,816.0,3098.0,6322.0,3026.0,2742.0,2620.0
0.5_0.3,1470.0,1148.0,1192.0,1766.0,1012.0,2612.0,1252.0,1196.0,2496.0,1090.0,2314.0,2560.0,2340.0,4362.0,5852.0
0.5_0.4,26366.0,1694.0,1188.0,972.0,280.0,2788.0,1810.0,444.0,2298.0,860.0,2510.0,4732.0,3640.0,1980.0,3578.0
0.5_0.5,9922.0,1422.0,1146.0,410.0,1058.0,4922.0,1994.0,762.0,926.0,510.0,2536.0,4634.0,4192.0,7170.0,4260.0
0.5_0.6,2078.0,49495.0,48030.0,47848.0,47450.0,578.0,1318.0,48453.0,49649.0,48998.0,4490.0,4132.0,47166.0,47433.0,8324.0
0.5_0.7,802.0,2148.0,47239.0,50839.0,47368.0,664.0,1718.0,48574.0,48489.0,47753.0,9744.0,3624.0,47896.0,48318.0,7968.0
0.5_0.8,1070.0,50629.0,49516.0,48706.0,48040.0,666.0,47932.0,49535.0,49061.0,47739.0,922.0,6890.0,47472.0,48293.0,17860.0
0.5_0.9,5906.0,50838.0,48137.0,47883.0,52324.0,1620.0,48370.0,47808.0,47694.0,53205.0,9632.0,47264.0,50082.0,47353.0,47125.0
0.6_0.1,6080.0,1982.0,1462.0,858.0,454.0,4654.0,6204.0,1874.0,1894.0,722.0,5006.0,5946.0,5556.0,5424.0,3606.0
0.6_0.2,2162.0,1588.0,1710.0,1706.0,1146.0,21836.0,1574.0,900.0,1182.0,874.0,3600.0,3964.0,3662.0,1694.0,3290.0
0.6_0.3,6964.0,1460.0,2312.0,1378.0,350.0,7592.0,1640.0,2110.0,2330.0,534.0,2272.0,4026.0,3892.0,5244.0,5684.0
0.6_0.4,11896.0,1478.0,800.0,990.0,1066.0,4134.0,1054.0,1858.0,1678.0,760.0,1260.0,430.0,4732.0,3634.0,5376.0
0.6_0.5,2640.0,470.0,560.0,358.0,148.0,7262.0,2362.0,1048.0,1050.0,926.0,5548.0,2494.0,3074.0,5800.0,9306.0
0.6_0.6,680.0,722.0,47920.0,51074.0,47105.0,1634.0,816.0,47615.0,47940.0,47567.0,8214.0,912.0,47252.0,49409.0,8796.0
0.6_0.7,1884.0,46838.0,48810.0,47607.0,50436.0,1254.0,1012.0,46864.0,47759.0,49921.0,864.0,47013.0,10460.0,47102.0,14774.0
0.6_0.8,766.0,52574.0,47296.0,52242.0,48477.0,2786.0,48327.0,49653.0,47416.0,52173.0,3312.0,46973.0,47632.0,47454.0,41498.0
