maze,wall_1_bonus_0.1_0.1,wall_2_bonus_0.2_0.2,wall_2_bonus_0.4_0.4,wall_2_bonus_0.6_0.6,wall_4_bonus_0.1_0.1,columns_1_bonus_0.1_0.1,columns_2_bonus_0.2_0.2,columns_2_bonus_0.4_0.4,columns_2_bonus_0.6_0.6,columns_4_bonus_0.1_0.1,board_1_bonus_0.1_0.1,board_2_bonus_0.2_0.2,board_2_bonus_0.4_0.4,board_2_bonus_0.6_0.6,board_4_bonus_0.1_0.1
0.1_0.1,5.000998497009277,2.772000312805176,5.000339031219482,3.5402441024780273,3.0860090255737305,5.000999927520752,1.0000996589660645,0.9596371650695801,4.9579918384552,5.000011682510376,5.0003697872161865,4.870160818099976,4.014552593231201,2.536998987197876,2.184000015258789
0.1_0.2,5.000011920928955,1.1910009384155273,3.242011308670044,0.9970107078552246,0.7939960956573486,5.000998497009277,5.00100040435791,0.8945407867431641,1.2739973068237305,5.000998497009277,3.4205892086029053,2.727999687194824,2.1955466270446777,1.2070114612579346,3.2880001068115234
0.1_0.3,5.000988006591797,0.5489988327026367,0.47798752784729004,0.5049984455108643,0.5390000343322754,5.000999212265015,0.8890125751495361,1.1710114479064941,0.5240123271942139,1.2090113162994385,1.3179974555969238,1.4039993286132812,2.197679281234741,1.9930005073547363,1.288999319076538
0.1_0.4,5.000001430511475,0.6309995651245117,0.3749995231628418,0.5959997177124023,1.1349997520446777,5.001000642776489,0.49468326568603516,0.5559976100921631,1.72098708152771,1.306999921798706,0.766514778137207,2.73799991607666,3.2769997119903564,1.6569993495941162,1.6559984683990479
0.1_0.5,5.001000165939331,0.42599987983703613,0.3120114803314209,0.744002103805542,0.696012020111084,0.9499971866607666,0.4440014362335205,0.9139976501464844,1.5489997863769531,1.400010347366333,0.690960168838501,0.7160007953643799,3.457012414932251,2.0699899196624756,5.000223159790039
0.1_0.6,1.636000156402588,0.5299990177154541,0.33300185203552246,0.3509998321533203,0.4110119342803955,5.000001430511475,0.5580117702484131,0.315000057220459,0.99696946144104,2.2530012130737305,1.9442763328552246,1.6111557483673096,2.7359869480133057,2.2270121574401855,1.6166746616363525
0.1_0.7,2.000999689102173,0.3529999256134033,0.14200162887573242,5.000998497009277,5.0009987354278564,2.004000425338745,0.4220101833343506,5.0009989738464355,5.000309944152832,5.000012397766113,1.0240185260772705,3.0960135459899902,1.212998867034912,5.000002145767212,2.0180177688598633
0.1_0.8,3.5639991760253906,0.39499926567077637,5.000987529754639,5.000076055526733,5.001000165939331,1.8830010890960693,0.6850013732910156,5.000000953674316,5.000682353973389,5.000999927520752,2.913059711456299,2.8856709003448486,5.000000476837158,5.000011920928955,5.000844717025757
0.1_0.9,4.866000175476074,5.000208616256714,5.000011920928955,5.000004291534424,5.000999689102173,2.0230000019073486,5.00098991394043,5.000999450683594,5.000005483627319,5.000010967254639,1.6340312957763672,5.000658273696899,5.000197887420654,5.0000104904174805,5.00004768371582
0.2_0.1,3.227999448776245,1.6520123481750488,0.5319983959197998,0.6489970684051514,1.1459999084472656,2.311002492904663,1.3619983196258545,1.0589990615844727,0.9939978122711182,3.6410000324249268,5.000999450683594,3.940969705581665,5.0009987354278564,3.381011486053467,3.311708688735962
0.2_0.2,1.5050020217895508,0.9599878787994385,0.5310015678405762,0.7540037631988525,0.9930000305175781,5.000998258590698,1.1609992980957031,0.7480001449584961,0.8350014686584473,1.5980010032653809,3.9350056648254395,3.050914764404297,1.5419998168945312,2.0010015964508057,0.8003745079040527
0.2_0.3,1.7589962482452393,0.43400001525878906,0.5709996223449707,0.5889995098114014,1.8500120639801025,2.9759979248046875,0.820000410079956,0.7650012969970703,0.7969999313354492,0.4119999408721924,0.5960004329681396,1.74299955368042,2.4320006370544434,1.9160001277923584,1.7196223735809326
0.2_0.4,5.000998020172119,0.39499950408935547,0.5159974098205566,0.5310013294219971,0.43799805641174316,5.001000165939331,0.647226095199585,0.6570117473602295,0.6775124073028564,2.368009090423584,0.6189985275268555,2.1480257511138916,2.600053071975708,1.2839999198913574,3.4809796810150146
0.2_0.5,4.407999515533447,0.8289992809295654,0.5989983081817627,0.4369964599609375,0.41000795364379883,5.000025033950806,1.062000036239624,0.6759898662567139,0.7920000553131104,0.9180006980895996,0.42100024223327637,1.3000195026397705,1.1899993419647217,1.1639995574951172,2.3041844367980957
0.2_0.6,2.995999336242676,0.20399808883666992,0.6939983367919922,5.000001430511475,5.000010251998901,1.9229981899261475,0.77402663230896,5.000011205673218,5.000524997711182,5.000987768173218,1.5489997863769531,1.5560007095336914,2.7679970264434814,5.000011682510376,5.000353097915649
0.2_0.7,0.7450015544891357,0.5619981288909912,5.001001358032227,5.000533103942871,5.000009775161743,1.0620012283325195,0.22499990463256836,5.000593662261963,5.00060510635376,5.001001358032227,4.357033014297485,1.9827864170074463,5.00000786781311,5.0009989738464355,5.000167369842529
0.2_0.8,1.9609990119934082,5.000227928161621,5.000999450683594,5.000490665435791,5.0000011920928955,2.756997585296631,5.00099778175354,5.00037407875061,5.000617504119873,5.000001430511475,3.90205717086792,1.5340120792388916,5.000999927520752,5.000000476837158,5.000882387161255
0.2_0.9,0.4799976348876953,5.000385761260986,5.0008039474487305,5.000074863433838,5.000999212265015,1.0479991436004639,5.000976324081421,5.0009989738464355,5.000992059707642,5.000999450683594,1.7000000476837158,5.000002145767212,5.001000642776489,5.000011205673218,5.000313997268677
0.3_0.1,4.820001125335693,0.5526974201202393,0.3659992218017578,0.7400016784667969,0.32201051712036133,5.000001430511475,0.8430132865905762,0.9010000228881836,1.3819997310638428,0.3870112895965576,2.2170019149780273,1.986011028289795,2.522998809814453,2.9750113487243652,4.367442846298218
0.3_0.2,1.015009880065918,0.5899970531463623,0.5199995040893555,0.7350101470947266,0.7139883041381836,4.210999250411987,0.5230000019073486,0.7100014686584473,0.4630122184753418,2.611001491546631,5.0009331703186035,2.058987855911255,1.8299987316131592,2.190000295639038,3.0094382762908936
0.3_0.3,5.000987529754639,0.5203135013580322,0.7340002059936523,0.7030003070831299,0.869999885559082,5.000999927520752,1.4739978313446045,0.307997465133667,0.3569977283477783,0.7339985370635986,3.0226540565490723,2.690999984741211,2.8990089893341064,3.206012010574341,2.0430400371551514
0.3_0.4,5.000999689102173,0.6629869937896729,0.5800011157989502,0.5649993419647217,0.29599809646606445,5.000001907348633,1.610999345779419,0.6690120697021484,1.5899999141693115,1.0510098934173584,0.544513463973999,3.0330092906951904,3.832051992416382,2.6930015087127686,1.934793472290039
0.3_0.5,2.356001138687134,0.25702404975891113,0.5459990501403809,0.2570013999938965,0.20499920845031738,2.867999792098999,1.003998041152954,1.0799987316131592,0.3099992275238037,0.8540022373199463,1.5399999618530273,2.4010009765625,0.6298720836639404,1.334001064300537,3.5026376247406006
0.3_0.6,5.000001430511475,0.4752507209777832,5.000997304916382,5.000991106033325,5.000011682510376,2.8740017414093018,0.27700114250183105,5.000999450683594,5.000820875167847,5.000009775161743,0.3489992618560791,1.1530017852783203,2.1895129680633545,5.000999927520752,5.00063419342041
0.3_0.7,3.633999824523926,0.42400193214416504,5.000096797943115,5.000712633132935,5.0009989738464355,0.6039998531341553,5.0005714893341064,5.000022649765015,5.000996351242065,5.000011205673218,0.7299981117248535,2.64624285697937,5.000516653060913,5.000010967254639,5.000219821929932
0.3_0.8,0.18099737167358398,5.0000433921813965,5.000916242599487,5.00006890296936,5.000011205673218,0.34200024604797363,5.000458002090454,5.000962972640991,5.0000364780426025,5.000998258590698,2.1939992904663086,5.000010967254639,5.00099778175354,5.000000476837158,5.000625133514404
0.3_0.9,0.3209965229034424,5.000137805938721,5.000033617019653,5.000010251998901,5.000008583068848,0.3999969959259033,5.0000386238098145,5.000127553939819,5.000014305114746,5.000999927520752,1.7810096740722656,5.001000881195068,5.001000881195068,5.000999927520752,5.00100040435791
0.4_0.1,5.0000011920928955,0.8270823955535889,0.4210093021392822,0.43801188468933105,0.28101134300231934,5.000001668930054,0.7690949440002441,0.9810011386871338,0.3029899597167969,4.657011985778809,5.000029802322388,3.4850106239318848,2.1630001068115234,3.7140119075775146,1.8175206184387207
0.4_0.2,3.6529998779296875,0.650000810623169,0.7049987316131592,0.6710002422332764,0.33201169967651367,2.1010019779205322,0.6850121021270752,0.42200136184692383,0.8369996547698975,0.46599817276000977,1.8870468139648438,1.9750173091888428,2.706998348236084,1.7359983921051025,1.086658000946045
0.4_0.3,5.001000165939331,0.7899994850158691,0.7359998226165771,0.5690102577209473,0.36701059341430664,5.0009965896606445,0.24801135063171387,0.7739992141723633,0.6990346908569336,1.128011703491211,2.367032527923584,0.8019990921020508,2.2699997425079346,3.805001735687256,3.211008310317993
0.4_0.4,3.0710017681121826,0.3660135269165039,0.7799980640411377,0.6679913997650146,0.48799943923950195,0.595001220703125,1.0409889221191406,0.6939964294433594,1.3410124778747559,0.41500091552734375,5.000032186508179,2.2919976711273193,1.3469996452331543,3.3969969749450684,2.6570582389831543
0.4_0.5,1.0149998664855957,0.23000001907348633,0.8650000095367432,0.49001097679138184,0.4199998378753662,5.001000642776489,0.3300004005432129,0.5210120677947998,0.7890093326568604,0.46699976921081543,2.132011890411377,1.6267342567443848,1.172999382019043,1.4219999313354492,3.5572798252105713
0.4_0.6,0.569998025894165,0.46298980712890625,5.000011205673218,5.000384092330933,5.000998497009277,5.000010013580322,0.25800013542175293,5.000298023223877,5.000990390777588,5.00098729133606,0.3229982852935791,0.6350712776184082,1.1639995574951172,5.000012159347534,5.000365972518921
0.4_0.7,4.221001386642456,5.0005645751953125,5.001000165939331,5.00063419342041,5.000009536743164,0.5289993286132812,5.000016689300537,5.000960111618042,5.0009987354278564,5.000011444091797,0.3410019874572754,5.000316381454468,5.000000953674316,5.000998497009277,5.00029444694519
0.4_0.8,1.7939987182617188,5.000859022140503,5.000220060348511,5.000000953674316,5.000011444091797,0.4830007553100586,5.000398397445679,5.000739336013794,5.000570774078369,5.000012636184692,2.3199994564056396,5.00012469291687,5.000998020172119,5.000999927520752,5.000851392745972
0.4_0.9,1.5390009880065918,5.000024318695068,5.00036883354187,5.0003273487091064,5.000001430511475,0.46700048446655273,5.000640630722046,5.0002124309539795,5.000497579574585,5.000999212265015,5.000000238418579,5.0009167194366455,5.000999927520752,5.000999927520752,5.000103235244751
0.5_0.1,5.000999689102173,0.5389981269836426,0.6950018405914307,0.7370553016662598,0.560999870300293,5.000999212265015,0.713998556137085,0.6009995937347412,0.6410002708435059,5.000011205673218,2.168999671936035,2.7879996299743652,1.3419995307922363,1.5020012855529785,3.532200574874878
0.5_0.2,2.0760018825531006,0.6529994010925293,0.6360116004943848,0.5679993629455566,0.18799972534179688,5.000001668930054,1.2760000228881836,0.9609997272491455,0.8829982280731201,0.5799996852874756,5.000999450683594,2.4519999027252197,3.8539998531341553,2.8929975032806396,3.6952977180480957
