maze,wall_1_bonus_0.1_0.1,wall_2_bonus_0.2_0.2,wall_2_bonus_0.4_0.4,wall_2_bonus_0.6_0.6,wall_4_bonus_0.1_0.1,columns_1_bonus_0.1_0.1,columns_2_bonus_0.2_0.2,columns_2_bonus_0.4_0.4,columns_2_bonus_0.6_0.6,columns_4_bonus_0.1_0.1,board_1_bonus_0.1_0.1,board_2_bonus_0.2_0.2,board_2_bonus_0.4_0.4,board_2_bonus_0.6_0.6,board_4_bonus_0.1_0.1
0.1_0.1,615.0,225.0,547.0,683.0,599.0,777.0,273.0,491.0,407.0,553.0,255.0,147.0,83.0,157.0,155.0
0.1_0.2,589.0,337.0,219.0,287.0,329.0,619.0,539.0,461.0,463.0,459.0,65.0,155.0,183.0,193.0,175.0
0.1_0.3,345.0,417.0,279.0,303.0,353.0,627.0,611.0,303.0,343.0,385.0,167.0,209.0,169.0,197.0,157.0
0.1_0.4,459.0,305.0,185.0,227.0,317.0,707.0,395.0,459.0,365.0,419.0,243.0,163.0,195.0,221.0,169.0
0.1_0.5,525.0,405.0,231.0,281.0,463.0,433.0,335.0,517.0,401.0,369.0,175.0,123.0,111.0,385.0,191.0
0.1_0.6,637.0,169.0,219.0,49046.0,557.0,653.0,437.0,383.0,48792.0,613.0,199.0,79.0,109.0,48791.0,187.0
0.1_0.7,183.0,645.0,48706.0,49160.0,49098.0,811.0,427.0,609.0,48826.0,48978.0,111.0,193.0,225.0,307.0,305.0
0.1_0.8,695.0,239.0,49427.0,49263.0,49621.0,121.0,339.0,519.0,393.0,49053.0,67.0,193.0,299.0,415.0,243.0
0.1_0.9,255.0,697.0,49847.0,319.0,49596.0,413.0,681.0,523.0,147.0,48978.0,173.0,225.0,483.0,119.0,163.0
0.2_0.1,831.0,403.0,773.0,341.0,419.0,449.0,563.0,631.0,419.0,551.0,207.0,147.0,121.0,179.0,139.0
0.2_0.2,229.0,417.0,445.0,433.0,317.0,627.0,483.0,471.0,449.0,409.0,77.0,195.0,155.0,189.0,151.0
0.2_0.3,687.0,865.0,277.0,301.0,329.0,691.0,527.0,471.0,337.0,377.0,203.0,163.0,167.0,159.0,137.0
0.2_0.4,595.0,269.0,177.0,239.0,325.0,839.0,407.0,501.0,337.0,337.0,149.0,137.0,215.0,229.0,147.0
0.2_0.5,619.0,525.0,281.0,397.0,427.0,889.0,569.0,545.0,409.0,339.0,147.0,107.0,211.0,401.0,199.0
0.2_0.6,571.0,241.0,397.0,48993.0,857.0,567.0,317.0,667.0,48674.0,405.0,107.0,211.0,241.0,48623.0,277.0
0.2_0.7,231.0,365.0,49560.0,49540.0,49275.0,819.0,705.0,305.0,48332.0,48853.0,79.0,61.0,323.0,265.0,253.0
0.2_0.8,389.0,673.0,49457.0,49309.0,49557.0,475.0,689.0,525.0,395.0,49233.0,179.0,189.0,383.0,115.0,187.0
0.2_0.9,293.0,1011.0,49489.0,49754.0,49772.0,485.0,901.0,49267.0,155.0,49012.0,225.0,349.0,981.0,47.0,233.0
0.3_0.1,463.0,623.0,447.0,545.0,371.0,759.0,651.0,487.0,485.0,555.0,125.0,167.0,145.0,183.0,135.0
0.3_0.2,509.0,279.0,285.0,405.0,343.0,835.0,445.0,459.0,453.0,473.0,75.0,179.0,195.0,181.0,155.0
0.3_0.3,521.0,399.0,301.0,303.0,313.0,513.0,531.0,303.0,337.0,383.0,229.0,247.0,179.0,211.0,141.0
0.3_0.4,557.0,307.0,235.0,235.0,233.0,635.0,463.0,453.0,381.0,323.0,263.0,171.0,217.0,293.0,195.0
0.3_0.5,751.0,311.0,327.0,387.0,255.0,683.0,623.0,427.0,409.0,433.0,171.0,169.0,173.0,403.0,183.0
0.3_0.6,159.0,251.0,741.0,48927.0,583.0,351.0,413.0,307.0,48135.0,629.0,211.0,161.0,553.0,48337.0,237.0
0.3_0.7,603.0,215.0,963.0,49213.0,49194.0,527.0,383.0,48595.0,48792.0,48605.0,207.0,151.0,407.0,369.0,497.0
0.3_0.8,237.0,1059.0,51633.0,49759.0,49801.0,653.0,379.0,48542.0,48977.0,49338.0,177.0,343.0,385.0,691.0,295.0
0.3_0.9,415.0,49201.0,815.0,49437.0,49644.0,593.0,49241.0,451.0,155.0,49280.0,155.0,155.0,1033.0,47.0,48551.0
0.4_0.1,979.0,567.0,353.0,317.0,243.0,645.0,403.0,479.0,411.0,555.0,235.0,209.0,151.0,151.0,141.0
0.4_0.2,537.0,177.0,495.0,425.0,455.0,983.0,587.0,449.0,447.0,451.0,35.0,51.0,187.0,207.0,139.0
0.4_0.3,567.0,563.0,247.0,301.0,421.0,769.0,597.0,463.0,345.0,427.0,113.0,195.0,179.0,209.0,231.0
0.4_0.4,647.0,263.0,203.0,231.0,419.0,309.0,299.0,531.0,337.0,425.0,81.0,133.0,195.0,221.0,171.0
0.4_0.5,165.0,689.0,283.0,359.0,241.0,427.0,525.0,487.0,403.0,365.0,109.0,121.0,125.0,323.0,203.0
0.4_0.6,581.0,517.0,789.0,49160.0,49249.0,477.0,393.0,48630.0,48695.0,551.0,165.0,209.0,203.0,281.0,203.0
0.4_0.7,779.0,587.0,49688.0,49449.0,49591.0,561.0,385.0,48754.0,47908.0,465.0,65.0,301.0,1123.0,261.0,305.0
0.4_0.8,427.0,731.0,49665.0,49496.0,49383.0,931.0,557.0,48958.0,48486.0,49096.0,99.0,271.0,635.0,115.0,277.0
0.4_0.9,539.0,50214.0,50026.0,235.0,49802.0,403.0,1131.0,49191.0,151.0,49402.0,223.0,111.0,1057.0,45.0,48705.0
0.5_0.1,539.0,263.0,395.0,361.0,195.0,707.0,655.0,475.0,427.0,567.0,161.0,175.0,205.0,169.0,125.0
0.5_0.2,671.0,279.0,215.0,433.0,731.0,241.0,611.0,491.0,447.0,455.0,163.0,59.0,217.0,165.0,137.0
0.5_0.3,759.0,211.0,477.0,305.0,267.0,713.0,337.0,429.0,361.0,293.0,67.0,177.0,217.0,197.0,197.0
0.5_0.4,69.0,445.0,221.0,237.0,357.0,873.0,353.0,537.0,337.0,309.0,169.0,121.0,171.0,239.0,171.0
0.5_0.5,289.0,359.0,239.0,411.0,307.0,699.0,383.0,479.0,409.0,417.0,125.0,281.0,275.0,405.0,269.0
0.5_0.6,181.0,491.0,49522.0,49327.0,49311.0,339.0,669.0,48986.0,48245.0,495.0,177.0,99.0,259.0,48413.0,267.0
0.5_0.7,189.0,821.0,49822.0,49564.0,49406.0,575.0,673.0,621.0,47217.0,48704.0,165.0,295.0,415.0,261.0,297.0
0.5_0.8,417.0,831.0,50070.0,49107.0,49778.0,633.0,1507.0,417.0,393.0,48891.0,185.0,261.0,579.0,115.0,409.0
0.5_0.9,795.0,49670.0,49687.0,231.0,49614.0,601.0,917.0,49659.0,155.0,48691.0,251.0,47916.0,48676.0,45.0,48327.0
0.6_0.1,337.0,283.0,537.0,697.0,205.0,165.0,519.0,441.0,487.0,621.0,133.0,49.0,203.0,149.0,127.0
0.6_0.2,241.0,187.0,219.0,281.0,329.0,493.0,533.0,465.0,451.0,413.0,157.0,187.0,211.0,205.0,151.0
0.6_0.3,567.0,595.0,347.0,299.0,317.0,401.0,555.0,349.0,341.0,631.0,57.0,219.0,227.0,211.0,169.0
0.6_0.4,601.0,131.0,243.0,235.0,509.0,435.0,503.0,527.0,399.0,363.0,63.0,155.0,219.0,221.0,227.0
0.6_0.5,455.0,515.0,561.0,399.0,347.0,637.0,365.0,411.0,399.0,431.0,161.0,175.0,235.0,397.0,233.0
0.6_0.6,627.0,717.0,49340.0,49926.0,49232.0,347.0,703.0,453.0,48598.0,623.0,233.0,197.0,365.0,48420.0,295.0
0.6_0.7,627.0,879.0,49625.0,49613.0,49580.0,673.0,479.0,48971.0,48616.0,48807.0,63.0,273.0,777.0,261.0,48858.0
0.6_0.8,769.0,49317.0,49623.0,49174.0,49326.0,109.0,715.0,48861.0,393.0,49048.0,89.0,749.0,599.0,115.0,48711.0
0.6_0.9,673.0,50084.0,49616.0,177.0,49622.0,637.0,927.0,367.0,147.0,49081.0,87.0,679.0,387.0,47.0,48556.0
0.7_0.1,573.0,565.0,209.0,501.0,607.0,691.0,527.0,485.0,431.0,531.0,273.0,167.0,147.0,151.0,155.0
0.7_0.2,871.0,209.0,431.0,417.0,261.0,525.0,443.0,479.0,455.0,543.0,199.0,155.0,131.0,195.0,143.0
0.7_0.3,329.0,371.0,313.0,303.0,309.0,645.0,513.0,417.0,345.0,677.0,137.0,133.0,215.0,205.0,147.0
0.7_0.4,479.0,639.0,233.0,235.0,385.0,727.0,577.0,343.0,335.0,503.0,181.0,241.0,225.0,223.0,243.0
0.7_0.5,773.0,485.0,443.0,403.0,413.0,411.0,607.0,479.0,401.0,465.0,163.0,213.0,125.0,403.0,217.0
0.7_0.6,217.0,765.0,49745.0,49128.0,49446.0,631.0,253.0,449.0,49021.0,603.0,179.0,219.0,263.0,48726.0,311.0
0.7_0.7,963.0,875.0,49639.0,49439.0,49253.0,613.0,511.0,48630.0,48804.0,48941.0,157.0,237.0,153.0,261.0,48994.0
0.7_0.8,269.0,49516.0,49509.0,49026.0,50028.0,823.0,1593.0,48956.0,395.0,49330.0,269.0,335.0,49028.0,115.0,48711.0
0.7_0.9,1139.0,49524.0,50053.0,393.0,49600.0,583.0,49206.0,49535.0,147.0,48706.0,265.0,48605.0,50194.0,48596.0,277.0
0.8_0.1,917.0,195.0,737.0,339.0,189.0,763.0,605.0,455.0,477.0,421.0,237.0,163.0,157.0,199.0,129.0
0.8_0.2,829.0,491.0,405.0,413.0,309.0,339.0,519.0,463.0,455.0,691.0,321.0,137.0,141.0,187.0,159.0
