|['learningRate', 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9]|
|['futureStepsRate', 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9]|
|['Czas', '0.00899815559387207', '0.005998373031616211', '0.0050008296966552734', '0.0050013065338134766', '0.0019998550415039062', '0.002000570297241211', '5.000008821487427', '5.000000715255737', '0.005999565124511719', '0.005999565124511719', '0.0060002803802490234', '0.0039997100830078125', '0.002000093460083008', '0.0030002593994140625', '0.004000186920166016', '5.000001907348633', '5.000997543334961', '0.0020003318786621094', '0.003998517990112305', '0.006999492645263672', '0.0060002803802490234', '0.0029993057250976562', '0.002000093460083008', '5.000010967254639', '0.002000570297241211', '5.0009894371032715', '5.000999927520752', '0.012000083923339844', '0.0019989013671875', '0.004997730255126953', '0.005000114440917969', '0.001997709274291992', '5.000001430511475', '0.001999378204345703', '5.000012636184692', '5.000010967254639', '0.004010677337646484', '0.003000020980834961', '0.003988027572631836', '0.0019996166229248047', '0.00299835205078125', '5.0009987354278564', '5.000011205673218', '5.000000238418579', '5.000011920928955', '0.006000041961669922', '0.004000425338745117', '0.0010094642639160156', '0.002001047134399414', '0.002000093460083008', '5.000999450683594', '0.0019986629486083984', '5.000999450683594', '5.000011444091797', '0.004010438919067383', '0.0029878616333007812', '0.005999326705932617', '0.0030019283294677734', '0.0020012855529785156', '0.0010001659393310547', '5.000000715255737', '0.0019996166229248047', '0.0019991397857666016', '0.004998922348022461', '0.002998828887939453', '0.0030024051666259766', '0.0030002593994140625', '0.003000974655151367', '5.000012636184692', '5.000009536743164', '5.000999927520752', '0.0019981861114501953', '0.001997709274291992', '0.0019998550415039062', '0.001998424530029297', '0.0030012130737304688', '0.0029993057250976562', '5.000863790512085', '5.000010013580322', '0.0020112991333007812', '0.000993967056274414']|
|['Dlugosc sciezki', '85.0', '57.0', '49.0', '49.0', '21.0', '17.0', '50797.0', '52027.0', '59.0', '57.0', '51.0', '41.0', '19.0', '33.0', '31.0', '50696.0', '49461.0', '15.0', '39.0', '65.0', '63.0', '29.0', '15.0', '49068.0', '15.0', '52536.0', '51891.0', '65.0', '15.0', '49.0', '47.0', '25.0', '49251.0', '19.0', '52289.0', '48668.0', '35.0', '35.0', '29.0', '21.0', '27.0', '50657.0', '48688.0', '48738.0', '52379.0', '57.0', '35.0', '15.0', '17.0', '19.0', '48834.0', '15.0', '52162.0', '52322.0', '39.0', '23.0', '43.0', '21.0', '17.0', '15.0', '50455.0', '15.0', '17.0', '43.0', '35.0', '31.0', '29.0', '31.0', '50270.0', '50195.0', '48740.0', '17.0', '17.0', '17.0', '19.0', '21.0', '35.0', '52556.0', '50440.0', '15.0', '15.0']|
|['Powod', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'MAX_TIME', 'MAX_TIME', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'MAX_TIME', 'MAX_TIME', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'MAX_TIME', 'COMPLETED', 'MAX_TIME', 'MAX_TIME', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'MAX_TIME', 'COMPLETED', 'MAX_TIME', 'MAX_TIME', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'MAX_TIME', 'MAX_TIME', 'MAX_TIME', 'MAX_TIME', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'MAX_TIME', 'COMPLETED', 'MAX_TIME', 'MAX_TIME', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'MAX_TIME', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'MAX_TIME', 'MAX_TIME', 'MAX_TIME', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'MAX_TIME', 'MAX_TIME', 'COMPLETED', 'COMPLETED']|
