maze,a_star.npy,dijkstra.npy,bfs.npy
50x50_wall,463.20101141929626,468.0379979610443,463.1019959449768
50x50_columns,554.2460041046143,558.8420119285583,554.0969994068146
50x50_board,344.16900277137756,348.90700101852417,344.0860013961792
