|['learningRate', 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9]|
|['futureStepsRate', 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9]|
|['Czas', '0.4870014190673828', '0.37399864196777344', '0.17000246047973633', '0.178999662399292', '0.13599896430969238', '5.00001072883606', '5.000987768173218', '5.000999927520752', '5.000001668930054', '0.5960009098052979', '0.3489985466003418', '0.26199913024902344', '0.05900073051452637', '0.06199979782104492', '5.000060796737671', '5.000001907348633', '5.000997304916382', '5.000002145767212', '1.4460110664367676', '0.17799973487854004', '0.16500020027160645', '0.06599950790405273', '0.06998825073242188', '5.000001668930054', '5.000999689102173', '5.000997066497803', '5.000999212265015', '0.5340025424957275', '0.9460017681121826', '0.5520002841949463', '0.6160008907318115', '0.03699994087219238', '5.000000715255737', '5.000001907348633', '5.000999450683594', '5.000998020172119', '0.4180002212524414', '0.26200151443481445', '0.4119999408721924', '0.25699901580810547', '0.03000187873840332', '5.000995874404907', '5.000000715255737', '5.000001430511475', '5.000000953674316', '0.4440004825592041', '0.9799990653991699', '0.28200197219848633', '1.1849994659423828', '0.08599996566772461', '5.001000165939331', '5.000999212265015', '5.000001430511475', '5.000999450683594', '1.3350021839141846', '2.1579997539520264', '0.27699947357177734', '0.3489971160888672', '0.15601229667663574', '5.001000881195068', '5.000000715255737', '5.001000642776489', '5.000000953674316', '1.0289993286132812', '1.791001796722412', '0.7370023727416992', '0.7069993019104004', '1.2630023956298828', '5.0009989738464355', '5.001000642776489', '5.000001907348633', '5.000012636184692', '1.895000696182251', '0.3809988498687744', '0.6349978446960449', '0.8530011177062988', '1.4449996948242188', '5.000999927520752', '5.000001907348633', '5.000997304916382', '5.000999927520752']|
|['Dlugosc sciezki', '4632.0', '3564.0', '1638.0', '1730.0', '1314.0', '48649.0', '46792.0', '46736.0', '49552.0', '5738.0', '3364.0', '2400.0', '556.0', '584.0', '48375.0', '47170.0', '50590.0', '48641.0', '13142.0', '1722.0', '1566.0', '622.0', '676.0', '50031.0', '51588.0', '50664.0', '49402.0', '4642.0', '8608.0', '4962.0', '5836.0', '352.0', '51318.0', '49770.0', '49190.0', '49767.0', '3978.0', '2502.0', '3830.0', '2454.0', '288.0', '47155.0', '49208.0', '49615.0', '46776.0', '4260.0', '9300.0', '2728.0', '10998.0', '748.0', '51700.0', '46953.0', '46357.0', '47245.0', '12564.0', '20574.0', '2668.0', '3318.0', '1390.0', '46708.0', '47522.0', '49081.0', '51085.0', '9722.0', '17060.0', '6942.0', '6514.0', '11906.0', '47995.0', '47612.0', '52052.0', '47297.0', '17664.0', '3640.0', '6074.0', '7990.0', '13852.0', '50426.0', '48103.0', '48936.0', '49765.0']|
|['Powod', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'MAX_TIME', 'MAX_TIME', 'MAX_TIME', 'MAX_TIME', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'MAX_TIME', 'MAX_TIME', 'MAX_TIME', 'MAX_TIME', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'MAX_TIME', 'MAX_TIME', 'MAX_TIME', 'MAX_TIME', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'MAX_TIME', 'MAX_TIME', 'MAX_TIME', 'MAX_TIME', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'MAX_TIME', 'MAX_TIME', 'MAX_TIME', 'MAX_TIME', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'MAX_TIME', 'MAX_TIME', 'MAX_TIME', 'MAX_TIME', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'MAX_TIME', 'MAX_TIME', 'MAX_TIME', 'MAX_TIME', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'MAX_TIME', 'MAX_TIME', 'MAX_TIME', 'MAX_TIME', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'MAX_TIME', 'MAX_TIME', 'MAX_TIME', 'MAX_TIME']|
