maze,wall_1_1_0.1_0.1,wall_2_1_0.2_0.2,wall_2_1_0.4_0.4,wall_2_1_0.6_0.6,wall_4_1_0.1_0.1,columns_1_1_0.1_0.1,columns_2_1_0.2_0.2,columns_2_1_0.4_0.4,columns_2_1_0.6_0.6,columns_4_1_0.1_0.1,board_1_1_0.1_0.1,board_2_1_0.2_0.2,board_2_1_0.4_0.4,board_2_1_0.6_0.6,board_4_1_0.1_0.1
0.1_0.1,309488.81643104553,60677.62762212753,69793.46599173546,355802.4276533127,119735.46176767349,2702413.568037033,514655.9286417961,737701.8978993893,333641.3438806534,910052.385422945,371712.5634999275,84761.56886434555,189353.33572649956,1405798.5166985989,793287.2042477131
0.1_0.2,173627.57611870766,175465.53432416916,482279.5730166435,516721.707593441,111721.62850570679,394974.28395819664,87796.07829403877,427342.7597768307,85924.43923425674,94281.8058745861,494479.5289158821,42539.21918511391,561639.0599222183,219033.01817703247,670553.2564613819
0.1_0.3,194335.15340089798,538731.0375597477,94109.55407953262,373674.9792430401,290173.705704689,254196.25467157364,207886.36215257645,417905.7149684429,225225.5651025772,390270.28109002113,251340.90815472603,197015.55776810646,43189.29348444939,43637.29401397705,475645.0908279419
0.1_0.4,113123.29124188423,183823.5020813942,60065.54391717911,189042.6148583889,45865.33939194679,205833.59908866882,354314.4655916691,349273.8249557018,393043.24708104134,756822.0732707977,16895.488384485245,209533.31240057945,42033.04697036743,31947.435976982117,579445.0171625614
0.1_0.5,20948.036986112595,207279.28110527992,151140.8018503189,17787.042278051376,539644.9915657043,105333.89013671875,369626.35502433777,396463.3310456276,115424.8088054657,103071.57473063469,20431.95902466774,149125.26224780083,240049.2649321556,10122.223013877869,67016.70740318298
0.1_0.6,14568051.837334633,14568400.703120232,14619200.180459023,15141259.456779957,15552700.091576576,14313700.276303291,14777500.292897224,14606100.102996826,14355200.193595886,14360200.25048256,14351512.66206026,14596800.199127197,14542900.201916695,14225233.154816628,15032300.141906738
0.1_0.7,14427370.590245724,14398000.153493881,14124400.10933876,14680425.708072186,14745300.080394745,14094518.595733643,14240300.163269043,14413000.342273712,14570000.26037693,14780100.110936165,14446154.162597656,14611600.108003616,14548000.298643112,14246987.051334381,14795700.206160545
0.1_0.8,14098981.555871964,14426600.226092339,14810600.200748444,14425218.150353432,14557400.387716293,14463032.470695972,14284000.25613308,14420000.373840332,14174800.284171104,14533400.19929409,14290532.04228878,14372592.290723324,14233000.201058388,14402822.550933361,14708500.296163559
0.1_0.9,13975913.680083752,14608800.184845924,14186100.189471245,14076781.268587112,14234000.099277496,14715328.715572357,14688300.196099281,14935700.102376938,14136777.926118374,14768400.256705284,14537628.175103664,14729266.251001358,14287125.953011513,14176703.516306877,14857400.128173828
0.2_0.1,765382.9325432777,740462.6237142086,965449.780027628,1725017.0362820625,408321.5727200508,1503956.9346513748,1992517.7434518337,2006921.3679070473,847347.022642374,259446.78905677795,235810.07440567017,233482.51466965675,189374.37399673462,1059272.6088824272,1010642.148452282
0.2_0.2,997254.9001665115,82164.10918569565,252318.7360007763,430570.204467535,112217.39512324333,2661778.512211323,422103.20396757126,622304.0469367504,1481717.572943449,185321.80586266518,129922.62512278557,90907.82469415665,146463.68377637863,892311.4943602085,705462.810028553
0.2_0.3,607345.4029536247,141264.29863762856,90577.94687390327,437143.05056381226,369811.0571768284,162574.86209702492,429812.9824962616,76788.67895889282,818805.0900669098,105983.63570356369,53033.846284627914,80299.36101579666,74975.02908015251,41175.56475496292,48575.66073012352
0.2_0.4,28862.207917690277,27947.75278353691,67156.90496969223,38675.316433906555,77279.0972893238,775183.3882739544,60948.572469711304,310009.40486979485,936340.361086607,121177.62238001823,11532.595313310623,15825.915759325027,16276.418006181717,14022.069587230682,64534.85361409187
0.2_0.5,16356.237044095993,16242.171762228012,78316.51799178123,11109.713827133179,43964.502136707306,21461.490749120712,27354.623980283737,158192.85593390465,15329.156216621399,266257.8208425045,13677.87267947197,16574.166087150574,14537.96502327919,12565.978112697601,47508.44031238556
