maze,wall_1_bonus_0.1_0.1,wall_2_bonus_0.2_0.2,wall_2_bonus_0.4_0.4,wall_2_bonus_0.6_0.6,wall_4_bonus_0.1_0.1,columns_1_bonus_0.1_0.1,columns_2_bonus_0.2_0.2,columns_2_bonus_0.4_0.4,columns_2_bonus_0.6_0.6,columns_4_bonus_0.1_0.1,board_1_bonus_0.1_0.1,board_2_bonus_0.2_0.2,board_2_bonus_0.4_0.4,board_2_bonus_0.6_0.6,board_4_bonus_0.1_0.1
0.1_0.1,416637.1610939503,1267816.173787117,1550058.0606205463,274878.7358760834,1189831.0476620197,553789.66447258,786387.2008566856,656118.9221658707,169509.26815271378,1066725.7307927608,1096427.558186531,243152.14298796654,282997.42929410934,597319.6768107414,1297311.2756700516
0.1_0.2,1477320.2979726791,415429.693107605,360167.82563471794,739193.596301794,394438.59635448456,126746.84392547607,143313.6267836094,379247.2096877098,175722.28428721428,530745.3770418167,203656.41105890274,589367.736664772,306354.57325839996,240841.38640975952,81231.87015914917
0.1_0.3,122324.49801826477,371639.6248996258,563187.3861927986,280652.7269217968,307922.8707892895,77095.0079228878,601948.661336422,186820.43987941742,451903.2717010975,1068238.7780029774,198905.36594891548,345415.72420454025,432881.7413227558,193792.20583176613,200391.86982607841
0.1_0.4,664905.8086936474,224197.0766453743,261129.12308502197,160374.0603263378,390589.0617761612,225711.0561966896,183489.5452964306,81154.3961546421,294851.9769663811,481332.39523625374,27717.409979581833,131842.4944794178,42368.447221040726,71467.34729027748,242005.78978180885
0.1_0.5,158654.59847784042,198385.00349092484,54119.623185157776,145427.5638873577,681037.5487604141,77149.44633030891,458884.22284412384,287491.246489048,246239.09478592873,199605.424346447,20545.539997577667,39699.60315513611,28286.297132253647,26883.884644269943,27663.86004590988
0.1_0.6,32572.553338766098,4835835.265430927,4793213.191603661,9836819.277590036,9897383.18631339,42783.97199010849,62191.74028682709,4822071.093251705,14350248.566792011,14619500.124955177,22540.122995376587,28913.078541517258,26036.397261619568,14276941.0902524,4756709.060823917
0.1_0.7,13720.954709291458,16454.079169511795,9613384.610198975,9720888.790517807,9774230.207765818,21511.428001880646,62524.67298221588,14248635.115995407,14525273.454720974,14388374.566942692,16499.622001171112,14475.889441728592,16610.040051221848,14179409.268274307,4771875.462776899
0.1_0.8,14160.104000091553,14117.867390871048,9857305.780697107,9634988.681258917,9635539.738330364,61563.18299818039,29652.212025165558,14256807.430510044,14368240.18121481,14535451.767992496,21048.00400161743,20224.27357029915,9427063.229393482,14309298.067164421,9544610.089888334
0.1_0.9,17227.279569864273,9660418.061047554,9636081.122535706,9672104.046245575,9477620.350462675,48747.72299003601,14263812.162892818,14302149.108345509,14556826.53220892,14505544.41518116,19170.524932861328,4725089.18633461,14287224.562812567,14259621.00821495,14668808.721843243
0.2_0.1,816285.9333770275,911242.4525437355,682069.5620880127,102475.63213157654,1249725.7677009106,104628.88948774338,367097.2760119438,560152.6339964867,355832.64740872383,1009273.754881382,170775.6325700283,252765.81995940208,325894.5686197281,313837.68102788925,892693.8360612392
0.2_0.2,1665500.335035324,1018509.277627945,760757.6891748905,172598.121175766,2154965.778972864,543522.2036919594,300496.2441236973,672952.5089614391,515381.2751393318,1619777.3171434402,95251.19373512268,170235.84740900993,150036.0275888443,108400.18114352226,178850.06645751
0.2_0.3,531621.5846822262,109823.35622215271,203493.90716195107,484113.6958065033,373449.1483132839,113132.06928730011,120470.64170074463,1209052.57285285,209892.96873617172,2218574.5098524094,240343.06779050827,375283.8214392662,362110.820050478,75802.9360332489,66105.63121581078
0.2_0.4,268833.67804026604,190444.8651714325,438249.30886793137,547355.5227050781,322527.22258877754,226505.38969039917,185258.18310546875,469536.3454403877,158993.98147702217,922100.0113618374,42381.08212399483,81879.30902171135,77867.82966852188,173328.5632660389,286709.5140080452
0.2_0.5,221046.46395754814,364679.2355005741,141601.4034254551,167171.89545369148,133298.809363842,62049.61497950554,74062.99203181267,434321.12578105927,238929.94516968727,357350.8562145233,28275.16187977791,22673.874470710754,33932.86604785919,30738.078584194183,25809.832224845886
0.2_0.6,27942.888085842133,4888083.23926568,9744247.324923754,9924261.22597599,9894775.310150146,52665.17379307747,41562.67776155472,9540958.54466629,14443434.859611988,14511600.180697441,28452.90012049675,25937.60312318802,15025.984053134918,14218295.982630253,4753532.515998602
