maze,wall_1_bonus_0.1_0.1,wall_2_bonus_0.2_0.2,wall_2_bonus_0.4_0.4,wall_2_bonus_0.6_0.6,wall_4_bonus_0.1_0.1,columns_1_bonus_0.1_0.1,columns_2_bonus_0.2_0.2,columns_2_bonus_0.4_0.4,columns_2_bonus_0.6_0.6,columns_4_bonus_0.1_0.1,board_1_bonus_0.1_0.1,board_2_bonus_0.2_0.2,board_2_bonus_0.4_0.4,board_2_bonus_0.6_0.6,board_4_bonus_0.1_0.1
0.1_0.1,15751100.201654434,12488549.981689453,15960800.246787071,13109734.725948334,4298642.15579772,14278500.299882889,10402245.099424839,9600235.128771305,11631497.078846216,16813700.151395798,5339674.193335533,6041411.336643457,6705953.291022539,7400120.853946447,8455318.126931429
0.1_0.2,15231600.143504143,702002.1772403717,4892968.862679958,5154528.807599306,6062228.186494827,13964400.183939934,15102000.29244423,10801689.09555149,10100003.341755867,23936400.200986862,10179084.650543928,435909.095502615,2179085.644936323,3378739.6295597553,5351062.480557203
0.1_0.3,13813900.298762321,12219769.840584755,7378103.531579018,10069083.658349276,8038118.461106777,9775903.766429424,11758424.990030527,9570825.20992136,10248692.644103765,19095907.345696688,190438.50309991837,1434039.3947620392,1045182.485820055,4847052.0728263855,3455104.7325856686
0.1_0.4,14756500.128984451,6102614.2626161575,4937022.986031771,5593868.124398947,3616076.356107712,15833300.257968903,9969394.60149479,10193590.599652052,10424237.750384092,13681309.45532012,6336084.716917753,7466698.785459042,4689821.75273037,963353.103500843,9772235.388155699
0.1_0.5,14891700.299978256,5231013.152655125,5024344.671023369,326838.9660100937,9093323.838119507,8808835.082009554,9913004.73701787,9580957.064630508,9946769.62887001,13115718.02834344,188751.21218395233,973312.2588732243,727404.3592600822,4870465.497215986,11017617.244540691
0.1_0.6,1622129.087152958,5469977.19183898,9700601.48349166,79787.15750479698,10457756.705299139,13496100.099539757,10175372.601356268,5443555.3133404255,9766407.13079381,15112336.353756905,457103.0436372757,278044.08767461777,4928858.876463175,5068162.251406193,4961644.708577156
0.1_0.7,6815213.944299459,606381.5137107372,4966414.503226519,10073022.721979618,22561721.891018867,9792390.245995283,10833024.706443548,14481700.191926956,14328800.2327919,20699200.163435936,48730.66011452675,232126.3560230732,9370702.245995998,14421300.134396553,4287701.349132776
0.1_0.8,9820770.750561714,9547929.581061125,14414800.23112297,14634100.142741203,16164398.198208809,9293347.72983241,9927224.85423088,14193500.172710419,14360800.19607544,15321300.399518013,4634437.111705303,66497.1421687603,14167900.17645359,15223400.111985207,13654600.218653679
0.1_0.9,120419.33668327332,14384300.185847282,14465100.203347206,14420400.113105774,11121050.40164709,9397929.308241129,14230756.004350185,14398100.348043442,14910300.028157234,22149400.0330925,37051.26103806496,14147043.52067709,14232800.28064251,14478200.25126934,12861300.03528595
0.2_0.1,19313722.478195906,6823945.794319868,5026170.1741371155,14488875.78518176,6304544.998698473,12562326.414976835,17204507.4115417,16034283.192871094,15850245.137215853,28665493.894868135,10675717.353549004,4939633.024774075,13530539.833023787,5358144.417472601,1784830.6354763508
0.2_0.2,5480509.247954607,10502196.098389864,7874697.717710495,5270879.56727457,17501404.072631836,18217300.20008087,10681573.391955376,11570834.851664543,11466712.938808918,14445861.85987997,4682308.636604309,6968019.924352646,196837.1795823574,10547467.61399579,5335040.3451497555
0.2_0.3,10277234.948658228,8528616.22517252,10909452.937430382,9690783.737581968,6223327.672133923,11480100.98157692,9673195.029212713,11703046.895583153,9571260.897159576,10532658.52503419,5707315.737062931,5134061.3097810745,3894548.5503692627,3126516.052259207,1711848.1008627415
0.2_0.4,13967000.261831284,6534452.012844801,6124314.503969908,1047352.5047111511,2800806.97688818,14214200.31721592,11497254.801983595,10611870.83670783,10271050.718138933,15682404.50493288,1537263.8607788086,499840.3379738331,851560.8968882561,151300.54273581505,3306454.1080930233
