maze,wall_1_2_0.1_0.1,wall_2_2_0.2_0.2,wall_2_2_0.4_0.4,wall_2_2_0.6_0.6,wall_4_2_0.1_0.1,columns_1_2_0.1_0.1,columns_2_2_0.2_0.2,columns_2_2_0.4_0.4,columns_2_2_0.6_0.6,columns_4_2_0.1_0.1,board_1_2_0.1_0.1,board_2_2_0.2_0.2,board_2_2_0.4_0.4,board_2_2_0.6_0.6,board_4_2_0.1_0.1
0.1_0.1,162636267.83069897,16957664.981971502,5490323.367379189,9515937.775079012,516165.99683976173,205793974.91509914,187143816.04586816,77039731.1701417,165797517.67257524,164285.66489744186,205200739.71862054,169968410.8648274,156415470.43162656,163316873.90805578,921635.7393410206
0.1_0.2,165408387.7970512,5318416.657152176,40278383.719293594,551323.7919287682,508707.8195812702,206099997.4079957,154992815.23668742,162292454.94724298,165915167.05391788,1423120.1941645145,205685486.32656288,167742502.41403842,157012019.63081312,14032990.227214336,199593.94428539276
0.1_0.3,168315108.1939652,54039387.22689152,8538138.273013592,388015.761893034,538954.7925417423,211353029.49417353,153006168.2279632,162136842.69399166,8972814.19500351,353327.3116810322,211530775.72819233,164155474.33765817,156145526.80222893,163733400.13171124,389987.2377066612
0.1_0.4,194934434.29438615,23048332.578680754,23520869.65032935,10527375.570017576,421714.93813848495,212153961.07098985,149685044.46003532,162898431.3191197,20180397.07570982,142027.35889101028,211618245.3613038,177359600.62339187,157202766.70170283,21221944.760864973,746419.7314772606
0.1_0.5,197173544.198735,3344087.901647806,12293293.605308056,17143118.1490016,527201.3965272903,212160645.25222373,152388707.33728337,157412652.43617082,35783565.78615332,71776.24473786354,213547072.9390161,186325839.93900323,158934184.30536866,33999959.0594275,439895.5941667557
0.1_0.6,180844836.30999207,9887490.482735634,36345300.2281189,18881700.18005371,14093900.301194191,211439000.01508236,147913335.57889438,163470019.0166309,83490225.08071923,14517000.246953964,211411960.31118417,181708117.02395248,156945183.69693518,2454270.1863622665,14959600.253605843
0.1_0.7,170240218.54957414,22502000.299978256,61331900.239658356,14523600.144171715,14850600.152993202,212382466.8489952,154189183.26322126,145645434.78195024,23120147.571018457,14260100.219798088,211412780.8933804,180440861.74283457,158100905.88910556,7593956.777702332,14483700.067925453
0.1_0.8,170137144.0913682,27655500.19686222,15444600.114750862,15969200.2035141,14578600.3292799,212533137.93104672,152501020.0531032,162878906.1840477,160708620.64467835,15090700.244164467,210822760.9074552,183283343.02321506,77364423.39605927,19383125.96155286,15072300.277090073
0.1_0.9,157044700.2483368,18103300.117635727,34684100.22058487,21232300.14257431,14504400.301027298,211873608.30277276,144735435.34366298,39616963.30793238,32193400.192713737,19164200.104999542,212051306.4999807,153566979.55880046,148443737.93083763,71704334.4771502,15219100.111341476
0.2_0.1,159904080.28914738,45443017.17350268,18032102.601183176,17473119.671557188,442197.38278484344,206406469.9101441,150787124.22590852,143078664.73501468,161230721.82969308,307379.0703725815,204763357.0159893,183970758.28894448,160266483.25000548,112688152.44894338,100007.36981272697
0.2_0.2,170267926.77013206,43778204.52693486,2599726.195630789,2293690.012896538,133594.59439182281,206240642.2852075,152115987.07764626,163157286.8018136,164068120.39412737,1069112.9066643715,205446222.232095,186379231.88806581,160093728.83396864,67238436.72278786,884239.1525740623
0.2_0.3,157556136.23305726,64108020.23665929,61440280.25903082,8615136.151912928,387864.97471284866,211785077.8299966,153935669.0785718,162313636.80436397,153004609.3030765,172762.50505924225,211284699.34982657,186229903.86620307,159961763.62511587,79288374.36702418,745580.0532708168
0.2_0.4,201609245.06289172,27117456.957550287,625164.571208477,16351857.909204483,130345.6275703907,212655465.01247,150723585.04088688,162297209.06913543,164694348.29592443,1470257.9104733467,211801323.44504237,185130068.49999976,159293989.52491236,27702704.024810314,66991.88096213341
0.2_0.5,197652862.56022334,37077595.82318783,20837709.687881947,10618268.848869324,249818.19381427765,212244062.9410298,150022461.4986472,153634684.032048,141759365.68235636,440746.74837589264,211285663.9571836,187440912.3899901,160029356.103992,167705582.31097937,457748.6118776798
0.2_0.6,188115637.7502675,89893634.32795739,32113300.199460983,30489800.11472702,13917100.251960754,212246828.5880332,153211736.3986814,152679453.63894057,163792052.23753572,14803000.36315918,211882105.57400012,184396499.4438131,160980120.4159336,42327678.49090648,14619600.10368824
0.2_0.7,202533049.42531824,26797900.109052658,46821600.12419224,17618800.095057487,14427400.126886368,212535709.81788707,152392331.70308328,162591128.8198738,125778214.85958838,15219600.197529793,211655621.77489805,185660593.651155,26614208.74322319,1463714.1459040642,14956400.110387802
0.2_0.8,207853395.9176724,45985600.3446579,39149200.21677017,24876400.17273426,14710400.24445057,212411332.5441785,152726567.06173873,165486416.77276134,164314597.84100175,20569700.144815445,211869720.4012003,186201892.5208857,158250395.32506704,20671277.78509426,15438000.186109543
0.2_0.9,217519600.24704933,57023200.135970116,34703600.20201206,46814600.19686222,14719100.193858147,211812141.79181504,145525993.70286298,50015025.00271249,171584900.2802372,15134100.00038147,211418661.6294756,176280637.83618736,140455451.50171757,27642700.003504753,15211500.126290321
0.3_0.1,202115206.1480236,23524600.87452078,5700826.030971289,23089633.91241598,1038299.6965663433,206710365.22366476,149820124.3956089,163137677.30625105,148519039.69720817,1584908.302003622,206048352.5624287,150915042.5748644,20013671.243848085,135019264.2851417,1197014.5354795456
0.3_0.2,199091720.6001675,54287183.64946318,60960917.953086615,3488058.59166646,524179.21193027496,206821544.26898837,149379832.75182128,162569426.09881258,162673801.87504816,949502.1490399837,204580126.99429798,141040354.55869985,159344383.25900126,35060860.95486188,1073803.8670806885
0.3_0.3,185814146.8829198,80736473.97026896,26699009.741654158,12454731.020766973,95703.27644133568,212123434.1940298,150215018.50144887,161438128.93275213,159241246.09414625,209138.30601930618,211358603.1640296,145031835.43733454,159636043.61588502,58944187.073735,555045.2947561741
0.3_0.4,209390691.74342752,5367974.934366941,1420186.659493208,10605445.993290186,271614.8147549629,212177758.7757535,149524704.30459976,162044483.60356092,153983450.965106,1601712.5330693722,211814834.59098744,143827724.38833308,159986538.7409582,15326700.57680273,514231.8144040108
0.3_0.5,199323827.3571775,6815481.627931833,74007763.42794251,411597.22367048264,655575.9000287056,217285559.45918012,150606758.28415322,162846587.15483713,167045844.94213104,889705.1101043224,211763062.6140113,143819790.7510712,158080656.31604648,91774639.0690949,5466288.269040823
0.3_0.6,194290476.80014777,90162300.16789436,80983000.20143986,88250700.27899742,14058900.217294693,212829170.7119708,151318651.62495303,155253508.68608046,136503512.0439191,15058500.112867355,211693941.13434887,142424480.62899852,158914380.57910585,140524954.10783434,15530500.102043152
0.3_0.7,201410340.9607625,38957300.16720295,28347200.220274925,41589400.01087189,15007000.33390522,211980274.29487634,150368109.88321733,162843883.86068535,142324103.42502618,15813500.299596786,211347602.32556868,140672710.37397313,160323205.57810402,100468789.3099308,14993600.19133091
0.3_0.8,164083053.1528554,53098300.1737833,39703200.14412403,30515500.252366066,14580800.174975395,212377642.43684578,152372626.20386004,163292926.53553987,164527902.68193173,19129700.30128956,211629709.7923472,141677887.54822516,160074201.7651806,110365088.13714409,15499500.134539604
0.3_0.9,172532700.13346672,89942800.25417805,67992700.09596348,24597600.124025345,16367700.299572945,212618836.0988469,152777155.55175638,88958047.30588412,144506300.0627756,15818200.101065636,211569454.6886189,134124066.95021486,158632205.2080853,24381032.82884121,15861500.254774094
0.4_0.1,155620005.77892303,90763154.31589532,24980418.182106495,46530010.01709628,723560.1148767471,205971953.0570855,153505848.10572982,162713498.41757798,164510397.66113043,1725365.1800301075,205600214.803061,145990362.33259654,159361847.53054428,78137291.52214098,2039757.9881737232
0.4_0.2,161039410.88694644,91747192.93984199,56023524.06922269,31533878.54902649,1144811.6109547615,206396180.56479836,149426284.70747542,162791616.70216203,19966941.669177294,568149.0439698696,205765102.5953405,143817985.93959546,160944253.5028963,22909972.841011763,1866996.9422550201
0.4_0.3,159717189.950346,108379060.00092483,71104332.6740694,7973532.045123339,1195988.7442820072,212632463.09101748,146747583.19410753,161600642.73974562,136957566.67331982,2221357.8141667843,211506461.18108726,145464049.35551858,160737213.27991176,5947422.0732393265,2265656.8139133453
0.4_0.4,155629618.870893,55291895.66776919,20983269.003956318,2750527.227210045,994095.3933081627,212371001.31116748,149831907.05162787,161927879.89065146,164967230.2938695,508346.0200781822,211053869.7802298,145886764.53972912,160092974.83087397,99975247.80859852,203646.19589018822
0.4_0.5,157782429.94194078,141548657.64930415,24158691.44302225,1978849.5331408978,1162402.0391504765,212215128.45601892,147481369.3714664,161386925.87107253,165009033.12277007,1781642.8010504246,211706507.64635253,142598629.9090588,159326383.0931561,51920379.83492398,5028851.3502726555
0.4_0.6,159561222.3479712,125250700.38791251,32048000.11560917,22145000.281715393,14272700.090956688,212077507.29519415,150726424.3496802,162157845.95879674,165197090.42441058,17579300.200033188,211030172.04181194,142117230.03294516,156396041.5881269,121066077.90992117,17344300.224995613
0.4_0.7,155910797.97821116,133233400.32067299,23021500.089740753,14723600.189781189,15237900.220823288,211817771.1019976,151396533.04906392,162100660.91995025,162677591.08382154,18525500.116443634,211403125.43099546,141585594.32623506,159524964.9168296,168080039.41301775,16917400.102496147
0.4_0.8,158845609.75457454,135555000.10733604,51629000.17030239,24094300.112962723,14801900.13012886,212550155.41320896,151533580.35284686,161423365.46639323,165390608.87960386,14763000.10125637,212199237.11901093,143585121.21374345,158496082.99712372,70115000.10819435,16133000.200533867
0.4_0.9,169358300.0234604,57841600.20763874,59174200.19989014,27211800.29296875,15123400.306129456,212361687.77612162,154645838.11358523,161812146.96697927,118945700.10693073,16217900.242042542,211388433.59016848,141332757.55670977,112977153.09082365,90045100.10342598,16228600.284838676
0.5_0.1,155422516.46466684,107724543.86001825,100843989.46684837,70655.24005246162,2265103.6081163883,206105660.9499936,150223570.91299844,163765684.24083805,158255911.25440598,534664.0868151188,205447042.42098975,140550126.49732018,161021459.16507006,85137198.15602589,1249290.125219822
0.5_0.2,158609808.13194728,166736104.29796076,62675775.395893574,14426646.855103254,1814817.866156578,206281563.56312203,152154267.20045638,162256953.9819975,894790.6016783714,2590612.368050337,205657194.84034777,141121007.3743739,160488617.63098907,168126506.16081285,577247.9888262749
0.5_0.3,156668231.37223554,131059464.4443767,78271384.42868185,20124806.892481804,226487.4331126213,212274782.4359541,148775850.02629375,162155413.74805284,162627152.1139021,470947.6559855938,211356068.79906154,144176776.98629928,159796910.63582635,94063060.10393071,609585.74700737
0.5_0.4,158188075.16290164,149783695.63207364,55706410.93152881,4962310.286022663,1398719.3428132534,212548635.0450139,147586034.74244905,162973834.8920784,115980048.09896994,950232.9703845978,211867056.46374178,142582287.341511,160301184.6102376,108103547.77720189,968650.951002121
0.5_0.5,159908071.59356427,126603720.11540627,49849421.09256458,3641939.1919207573,390651.1054120064,211948517.34299922,147718532.42180157,162659618.8550384,166273525.90587282,2389258.6000692844,211864921.35220695,142409196.1268251,159751749.79059482,69394833.29279685,7305339.350128889
0.5_0.6,154855159.16549015,97255894.50690293,57504000.19373894,31521300.169444084,15070600.187063217,212213037.95009494,149257658.64529347,162524533.6794827,164075953.1859932,16134400.321125984,211291740.9760735,143606359.97789,160598624.5254891,48486299.25383592,16815900.20225048
0.5_0.7,158192998.29300404,149665000.1816988,88691300.19378662,29413200.304865837,14186000.242519379,212209084.4760728,146602954.00380898,161817715.67491198,161184800.0829935,15990000.232720375,211607401.62799,142124692.44048333,159718035.685035,101811693.75513458,16070400.30002594
0.5_0.8,168743254.68152952,134489600.0430584,76898800.13284683,17049700.140547752,14322200.293016434,212475235.04503822,148717849.21970248,163048087.90869308,79311200.1116991,18011900.053071976,211112659.08700562,141694066.60433888,29050388.09476161,37429870.49169111,15637700.390386581
0.5_0.9,166807140.35334516,16677600.20365715,81382400.08335114,58083200.13809204,17452300.118923187,212046619.22409368,163538500.32486916,73800618.78624773,177531100.1760006,23776400.29449463,209652990.3939643,146482337.7595489,157475577.61616468,16945100.159192085,14812800.201177597
0.6_0.1,151328868.05624557,127677748.96199512,54026001.51191044,32130040.671268225,1466478.7270667553,206368022.86421204,149189288.9618497,161647839.57214308,165331939.2889309,737889.7036030293,205342395.5980606,172480992.30111694,157080844.94507027,4264324.08198452,1051570.671756506
0.6_0.2,142920777.63708854,91563546.85696888,42248015.365097284,52830720.53964448,290212.13937973976,206184794.6651218,149425574.58928633,160954066.32136822,165461214.0212648,3055071.7230267525,205218894.16834855,175311597.53737855,160227384.93903136,27228696.474656582,2028985.8397479057
0.6_0.3,140356860.08212543,91329155.48345828,10124391.586707354,12276722.397104979,1159614.91812253,212275891.29518914,148236545.16199017,162514047.62591076,40871932.800075054,884760.6616845131,211686250.4882009,171889383.9330802,159812467.3452599,22979704.287941933,2172330.194517851
0.6_0.4,144347369.10653973,144721273.3400011,94154784.27978039,20079150.2737031,1705585.4099707603,212564421.74469256,147008575.00593686,161767739.00365663,164770219.48001146,2817487.736885309,212084713.67625117,174783399.02030182,160025933.5230775,132620639.64611864,709336.1251530647
0.6_0.5,145754550.27164507,150175565.29126263,66884411.95336461,111983426.61206555,10111574.255224705,212394165.61503196,148366167.93497872,161940863.34723568,165028688.7857895,1514694.7518053055,211850097.47318363,173969721.70488143,160142772.13918853,36191573.88490844,7387878.645482063
0.6_0.6,142961437.3391683,114616800.19426346,137191100.14944077,17893700.29299259,14703200.20775795,212084538.35598946,149930417.26688194,162664716.53426504,163371497.72214103,16612700.27577877,210488661.62807083,177163421.1357119,160174183.36411786,67780561.12707043,14867600.065803528
0.6_0.7,148801708.97357392,49363500.21190643,95631300.21736622,43449500.08461475,13617700.026988983,211745590.12009072,148794213.28830266,162473731.39959002,180324600.00338554,18940100.155067444,211221034.65044975,178459576.1587758,98644058.22387123,39631553.28707552,16106400.146746635
0.6_0.8,155570041.4808154,64049800.17545223,129339900.15320778,88028500.21014214,13893700.197577477,225818500.11603832,148290309.40793777,163251818.36104965,178787500.20122528,18434400.051546097,211636141.32499146,177328874.07401156,90247916.637357,26737300.20158291,16474000.19159317
