|['learningRate', 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9]|
|['futureStepsRate', 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9]|
|['Czas', '0.00400233268737793', '0.0029981136322021484', '0.003998279571533203', '0.004998922348022461', '0.003000497817993164', '0.0019998550415039062', '0.0029997825622558594', '0.0039997100830078125', '5.000999212265015', '0.004999637603759766', '0.003000020980834961', '0.004000663757324219', '0.0019998550415039062', '0.001997232437133789', '0.002000570297241211', '0.0030007362365722656', '5.000250339508057', '0.003000974655151367', '0.007999420166015625', '0.003000497817993164', '0.0029993057250976562', '0.0019989013671875', '0.0030002593994140625', '0.003000974655151367', '5.000992298126221', '0.0030014514923095703', '0.002999544143676758', '0.002999544143676758', '0.002001047134399414', '0.004998445510864258', '0.004000186920166016', '0.0019996166229248047', '5.000620126724243', '0.002000093460083008', '0.0020003318786621094', '0.003000020980834961', '0.004999876022338867', '0.008001327514648438', '0.004000425338745117', '0.0029997825622558594', '0.0030007362365722656', '0.0029981136322021484', '0.003000020980834961', '0.002999544143676758', '0.002998828887939453', '0.0029997825622558594', '0.0019989013671875', '0.002002239227294922', '0.0020008087158203125', '0.005000114440917969', '0.0019979476928710938', '0.0020012855529785156', '0.0019986629486083984', '0.002001047134399414', '0.0039997100830078125', '0.002998828887939453', '0.0019998550415039062', '0.0020003318786621094', '0.006000041961669922', '0.0019996166229248047', '0.0020020008087158203', '0.002999544143676758', '0.003999233245849609', '0.004996299743652344', '0.003998994827270508', '0.0029993057250976562', '0.001999378204345703', '0.0019989013671875', '0.003000497817993164', '5.000255346298218', '0.003009796142578125', '0.0020046234130859375', '0.007988452911376953', '0.0039997100830078125', '0.003002166748046875', '0.003998279571533203', '0.002998828887939453', '5.000999689102173', '0.0029997825622558594', '0.003000020980834961', '0.002000093460083008']|
|['Dlugosc sciezki', '39.0', '23.0', '35.0', '41.0', '33.0', '23.0', '23.0', '39.0', '49065.0', '49.0', '23.0', '43.0', '23.0', '23.0', '23.0', '23.0', '49571.0', '29.0', '77.0', '23.0', '27.0', '27.0', '27.0', '23.0', '50538.0', '23.0', '29.0', '31.0', '23.0', '47.0', '41.0', '23.0', '48902.0', '23.0', '23.0', '31.0', '51.0', '73.0', '47.0', '23.0', '23.0', '23.0', '23.0', '23.0', '23.0', '29.0', '23.0', '23.0', '23.0', '51.0', '23.0', '23.0', '23.0', '23.0', '43.0', '33.0', '23.0', '23.0', '57.0', '23.0', '23.0', '23.0', '35.0', '49.0', '41.0', '27.0', '23.0', '23.0', '23.0', '49353.0', '23.0', '23.0', '75.0', '37.0', '23.0', '35.0', '23.0', '49584.0', '29.0', '23.0', '23.0']|
|['Powod', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'MAX_TIME', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'MAX_TIME', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'MAX_TIME', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'MAX_TIME', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'MAX_TIME', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'COMPLETED', 'MAX_TIME', 'COMPLETED', 'COMPLETED', 'COMPLETED']|
