maze,wall_1_bonus_0.1_0.1,wall_2_bonus_0.2_0.2,wall_2_bonus_0.4_0.4,wall_2_bonus_0.6_0.6,wall_4_bonus_0.1_0.1,columns_1_bonus_0.1_0.1,columns_2_bonus_0.2_0.2,columns_2_bonus_0.4_0.4,columns_2_bonus_0.6_0.6,columns_4_bonus_0.1_0.1,board_1_bonus_0.1_0.1,board_2_bonus_0.2_0.2,board_2_bonus_0.4_0.4,board_2_bonus_0.6_0.6,board_4_bonus_0.1_0.1
0.8_0.9,273,1001,239,1001,186,223,781,1001,1001,133,175,297,1001,1001,118
0.9_0.1,41,39,28,22,7,53,44,40,38,7,86,89,62,64,16
0.9_0.2,49,40,35,34,10,57,64,54,45,11,100,115,76,72,24
0.9_0.3,47,37,45,38,12,72,67,43,52,15,114,125,97,75,29
0.9_0.4,59,62,47,50,16,85,82,76,67,21,144,152,96,105,38
0.9_0.5,83,70,64,59,21,109,105,89,84,28,192,197,167,142,47
0.9_0.6,100,85,84,72,30,126,143,126,110,44,312,320,231,257,76
0.9_0.7,157,144,113,113,56,242,245,213,183,72,821,869,607,578,197
0.9_0.8,75,375,318,243,118,1001,1001,1001,901,294,159,226,1001,1001,169
0.9_0.9,242,429,1001,1001,149,126,967,553,1001,127,58,1001,680,1001,89
