maze,wall_1_bonus_0.1_0.1,wall_2_bonus_0.2_0.2,wall_2_bonus_0.4_0.4,wall_2_bonus_0.6_0.6,wall_4_bonus_0.1_0.1,columns_1_bonus_0.1_0.1,columns_2_bonus_0.2_0.2,columns_2_bonus_0.4_0.4,columns_2_bonus_0.6_0.6,columns_4_bonus_0.1_0.1,board_1_bonus_0.1_0.1,board_2_bonus_0.2_0.2,board_2_bonus_0.4_0.4,board_2_bonus_0.6_0.6,board_4_bonus_0.1_0.1
0.1_0.1,3405.0,12178.0,15006.0,2197.0,11502.0,4721.0,7073.0,5798.0,899.0,10015.0,10345.0,1936.0,2397.0,5523.0,12557.0
0.1_0.2,14269.0,3693.0,3135.0,6947.0,3592.0,528.0,795.0,2999.0,1051.0,4690.0,1519.0,5432.0,2528.0,1981.0,340.0
0.1_0.3,705.0,3262.0,5208.0,2442.0,2706.0,12.0,5282.0,1155.0,3912.0,10119.0,1576.0,2994.0,3869.0,1436.0,1534.0
0.1_0.4,6005.0,1842.0,2208.0,1112.0,3513.0,1309.0,1011.0,99.0,2278.0,4289.0,178.0,783.0,2398.0,290.0,1952.0
0.1_0.5,1052.0,1597.0,92.0,1007.0,6366.0,2718.0,3894.0,2084.0,1875.0,1374.0,224.0,2670.0,854.0,696.0,226.0
0.1_0.6,1097.0,772.0,76.0,956.0,2280.0,222.0,598.0,1442.0,1664.0,295.0,92.0,106.0,212.0,302.0,82.0
0.1_0.7,413.0,245.0,665.0,637.0,117.0,124.0,210.0,214.0,680.0,102.0,104.0,128.0,192.0,264.0,82.0
0.1_0.8,119.0,169.0,293.0,365.0,119.0,106.0,144.0,222.0,338.0,102.0,96.0,100.0,148.0,626.0,82.0
0.1_0.9,129.0,149.0,339.0,553.0,119.0,108.0,136.0,206.0,432.0,102.0,84.0,110.0,156.0,362.0,314.0
0.2_0.1,7514.0,8581.0,6378.0,572.0,12029.0,126.0,2867.0,4866.0,2815.0,9435.0,1084.0,2060.0,2724.0,2684.0,8457.0
0.2_0.2,16139.0,9768.0,7149.0,1234.0,21086.0,4383.0,2300.0,6009.0,4360.0,15580.0,551.0,1231.0,1015.0,587.0,1291.0
0.2_0.3,4512.0,677.0,1554.0,4381.0,3333.0,468.0,464.0,11355.0,1326.0,21462.0,1832.0,3279.0,3059.0,180.0,207.0
0.2_0.4,2057.0,1528.0,3966.0,5041.0,2809.0,1465.0,1161.0,3985.0,914.0,8536.0,128.0,398.0,308.0,1191.0,2429.0
0.2_0.5,1683.0,3231.0,985.0,1199.0,781.0,1426.0,154.0,3755.0,1714.0,2813.0,858.0,218.0,990.0,796.0,354.0
0.2_0.6,771.0,704.0,398.0,858.0,3527.0,336.0,436.0,496.0,510.0,398.0,134.0,136.0,148.0,238.0,84.0
0.2_0.7,143.0,195.0,309.0,575.0,137.0,174.0,144.0,192.0,386.0,102.0,84.0,114.0,160.0,296.0,82.0
0.2_0.8,265.0,231.0,273.0,381.0,117.0,104.0,178.0,220.0,284.0,102.0,98.0,106.0,190.0,302.0,82.0
0.2_0.9,127.0,175.0,251.0,455.0,117.0,140.0,246.0,196.0,428.0,102.0,84.0,106.0,154.0,250.0,82.0
0.3_0.1,8878.0,5327.0,4011.0,23372.0,7469.0,28611.0,2267.0,5827.0,12114.0,14550.0,4289.0,3330.0,159.0,6736.0,12796.0
