maze,wall_1_bonus_0.1_0.1,wall_2_bonus_0.2_0.2,wall_2_bonus_0.4_0.4,wall_2_bonus_0.6_0.6,wall_4_bonus_0.1_0.1,columns_1_bonus_0.1_0.1,columns_2_bonus_0.2_0.2,columns_2_bonus_0.4_0.4,columns_2_bonus_0.6_0.6,columns_4_bonus_0.1_0.1,board_1_bonus_0.1_0.1,board_2_bonus_0.2_0.2,board_2_bonus_0.4_0.4,board_2_bonus_0.6_0.6,board_4_bonus_0.1_0.1
0.3_0.8,38,149,72,712,36,27,365,101,36,36,21,99,138,135,22
0.3_0.9,37,99,32,107,35,36,114,608,298,39,11,41,123,1001,20
0.4_0.1,33,366,542,487,65,41,249,1001,1001,350,32,91,88,1001,34
0.4_0.2,41,69,108,1001,44,49,77,683,496,42,23,46,188,77,28
0.4_0.3,37,142,120,321,37,29,46,34,570,35,18,169,72,705,29
0.4_0.4,34,22,404,548,35,11,108,94,1001,33,19,51,24,1001,22
0.4_0.5,30,36,225,187,35,25,45,307,825,33,21,261,60,122,18
0.4_0.6,34,109,113,1001,33,36,132,750,1001,32,11,38,31,28,19
0.4_0.7,28,39,124,1001,31,31,197,261,1001,33,12,132,293,1001,18
0.4_0.8,32,67,293,82,30,34,153,115,52,37,17,33,80,897,18
0.4_0.9,31,272,413,345,29,39,121,155,1001,28,16,11,195,276,16
0.5_0.1,34,137,24,693,50,305,99,1001,1001,1001,19,72,47,64,27
0.5_0.2,33,82,87,1001,40,44,83,462,1001,30,18,81,44,1001,21
0.5_0.3,28,29,33,1001,33,30,112,377,379,33,19,15,187,1001,19
0.5_0.4,25,113,433,850,28,33,95,36,1001,32,19,112,14,1001,18
0.5_0.5,7,56,227,1001,28,10,163,207,1001,28,16,47,142,361,18
0.5_0.6,30,150,126,278,29,21,146,293,1001,25,13,49,150,87,17
0.5_0.7,11,118,240,649,24,30,71,85,1001,28,16,100,161,391,16
0.5_0.8,13,30,16,101,27,31,80,557,1001,25,18,36,42,1001,12
0.5_0.9,28,55,36,1001,28,27,69,145,1001,23,17,28,581,1001,16
0.6_0.1,39,286,1001,847,152,35,669,751,1001,68,20,16,72,305,20
0.6_0.2,27,88,220,1001,29,32,110,210,1001,27,17,73,386,76,20
0.6_0.3,25,77,119,891,28,26,102,517,207,30,15,87,313,713,17
0.6_0.4,24,57,621,688,27,29,153,53,193,26,15,243,237,1001,16
0.6_0.5,25,72,139,1001,27,10,7,147,1001,28,16,77,112,254,16
0.6_0.6,24,105,348,1001,22,11,35,181,256,29,9,12,177,639,16
0.6_0.7,26,59,410,348,25,27,19,362,1001,27,16,64,173,520,14
0.6_0.8,24,144,599,776,21,21,81,66,768,23,14,102,101,1001,16
0.6_0.9,26,91,164,1001,27,25,24,142,1001,28,17,87,15,113,14
0.7_0.1,25,461,42,670,56,46,535,1001,1001,325,17,70,227,927,19
0.7_0.2,26,147,624,1001,23,16,334,67,1001,24,14,66,337,368,14
0.7_0.3,10,198,173,1001,25,25,30,197,1001,23,16,30,134,948,15
0.7_0.4,24,31,1001,1001,21,27,24,945,1001,21,16,67,355,265,15
0.7_0.5,26,117,31,431,20,26,112,408,1001,22,15,53,12,137,14
0.7_0.6,23,213,81,25,25,26,19,19,1001,24,16,257,124,1001,15
0.7_0.7,26,106,21,955,25,25,40,126,587,23,15,27,20,673,15
0.7_0.8,22,163,297,1001,20,24,37,56,1001,22,17,126,108,660,19
0.7_0.9,22,255,178,357,19,23,52,234,1001,22,15,143,35,26,13
0.8_0.1,45,53,239,441,93,436,132,182,1001,922,9,187,369,136,17
0.8_0.2,19,65,860,289,22,25,107,269,1001,22,15,102,111,1001,14
0.8_0.3,26,110,31,82,25,25,106,560,496,21,14,56,159,710,12
0.8_0.4,24,68,46,258,22,24,29,399,1001,22,14,108,102,621,15
0.8_0.5,22,182,100,1001,23,24,117,63,1001,23,14,46,70,212,13
0.8_0.6,25,150,537,1001,19,24,25,113,1001,23,15,13,22,1001,13
0.8_0.7,24,109,298,696,21,25,43,117,343,20,17,33,21,1001,15
0.8_0.8,23,81,292,571,20,26,35,537,1001,22,17,31,79,219,14
0.8_0.9,10,24,271,1001,23,23,54,452,805,21,14,29,23,168,12
0.9_0.1,24,64,575,1001,55,487,492,53,500,971,15,20,133,277,17
0.9_0.2,24,42,136,692,21,24,159,144,1001,19,17,90,453,548,14
0.9_0.3,23,60,298,1001,20,25,41,670,651,22,16,37,41,1001,10
0.9_0.4,24,70,329,1001,16,24,187,26,473,22,15,89,153,1001,14
0.9_0.5,26,62,718,1001,15,23,137,64,885,16,16,70,48,1001,13
0.9_0.6,23,95,74,1001,21,22,63,320,1001,23,13,54,103,876,11
0.9_0.7,25,124,113,73,18,25,61,260,434,20,13,33,187,466,11
0.9_0.8,21,109,490,561,16,24,240,267,443,23,15,69,85,216,14
0.9_0.9,23,103,65,139,19,25,352,100,1001,24,16,116,456,1001,10
