maze,wall_1_2_0.1_0.1,wall_2_2_0.2_0.2,wall_2_2_0.4_0.4,wall_2_2_0.6_0.6,wall_4_2_0.1_0.1,columns_1_2_0.1_0.1,columns_2_2_0.2_0.2,columns_2_2_0.4_0.4,columns_2_2_0.6_0.6,columns_4_2_0.1_0.1,board_1_2_0.1_0.1,board_2_2_0.2_0.2,board_2_2_0.4_0.4,board_2_2_0.6_0.6,board_4_2_0.1_0.1
0.1_0.1,18171.0,6263.0,22277.0,20149.0,11089.0,44031.0,27792.0,34712.0,45111.0,22248.0,43988.0,44360.0,36075.0,12155.0,42255.0
0.1_0.2,30819.0,9845.0,19303.0,12703.0,11987.0,18332.0,44788.0,44561.0,40622.0,32390.0,24775.0,44125.0,44987.0,38999.0,17953.0
0.1_0.3,46159.0,21451.0,19243.0,24117.0,19849.0,44590.0,45579.0,36128.0,46794.0,12454.0,43803.0,45165.0,44086.0,10833.0,15891.0
0.1_0.4,5421.0,17279.0,13027.0,13109.0,13567.0,45173.0,45018.0,12612.0,45610.0,35556.0,43830.0,20827.0,2701.0,4339.0,26723.0
0.1_0.5,43717.0,12905.0,15499.0,17553.0,20359.0,43862.0,13056.0,44692.0,45822.0,39548.0,36507.0,44884.0,8869.0,7725.0,13577.0
0.1_0.6,22277.0,37219.0,7485.0,47762.0,42648.0,44380.0,31628.0,44927.0,47450.0,47833.0,44254.0,44327.0,4117.0,17701.0,22021.0
0.1_0.7,12089.0,18831.0,47604.0,46798.0,41403.0,41304.0,46306.0,45079.0,47130.0,47090.0,43966.0,8803.0,22235.0,20675.0,22761.0
0.1_0.8,44902.0,47358.0,47394.0,47051.0,45193.0,44747.0,44668.0,45958.0,13484.0,46551.0,44698.0,11937.0,5255.0,24781.0,34447.0
0.1_0.9,49658.0,47582.0,49666.0,49436.0,42704.0,29812.0,46207.0,45724.0,31042.0,47684.0,14711.0,11007.0,2705.0,17617.0,47216.0
0.2_0.1,43680.0,11929.0,19795.0,16027.0,31807.0,45644.0,44488.0,44804.0,28984.0,30506.0,16985.0,28809.0,41397.0,44584.0,36237.0
0.2_0.2,16221.0,11385.0,19219.0,17459.0,19681.0,37152.0,41627.0,45206.0,32774.0,8644.0,44486.0,43829.0,44491.0,6081.0,28787.0
0.2_0.3,26187.0,36439.0,18501.0,22973.0,5929.0,46711.0,21818.0,44817.0,45419.0,24588.0,43261.0,4361.0,15709.0,22505.0,8935.0
0.2_0.4,37131.0,27559.0,15275.0,18823.0,1547.0,44817.0,21542.0,37008.0,35480.0,30232.0,29333.0,44115.0,45605.0,7813.0,19931.0
0.2_0.5,26643.0,15771.0,17105.0,6011.0,20777.0,45210.0,44711.0,43154.0,45950.0,28440.0,44189.0,44684.0,43941.0,12125.0,9739.0
0.2_0.6,44403.0,35091.0,48150.0,48027.0,44505.0,45841.0,35388.0,23792.0,36578.0,48168.0,20749.0,44139.0,25179.0,12261.0,47384.0
0.2_0.7,10773.0,46992.0,47611.0,49304.0,43673.0,35792.0,44236.0,45645.0,12514.0,47987.0,7775.0,44569.0,17207.0,45688.0,47946.0
0.2_0.8,21099.0,48402.0,51020.0,47670.0,44813.0,45103.0,43940.0,45078.0,8786.0,49587.0,26409.0,43603.0,46401.0,14557.0,47340.0
0.2_0.9,47149.0,48456.0,47852.0,47535.0,45448.0,45085.0,46465.0,35794.0,44392.0,47808.0,44248.0,10655.0,21485.0,36303.0,47705.0
0.3_0.1,43319.0,38161.0,27959.0,30369.0,15475.0,28444.0,37788.0,45985.0,23650.0,38812.0,43849.0,44177.0,11653.0,4497.0,41135.0
0.3_0.2,43634.0,32545.0,17167.0,36005.0,5761.0,46302.0,36796.0,46487.0,44627.0,21248.0,30037.0,22671.0,29667.0,44751.0,17555.0
0.3_0.3,44767.0,32479.0,8857.0,47205.0,8719.0,46255.0,45026.0,45491.0,24642.0,35124.0,44531.0,29571.0,12545.0,44548.0,16933.0
0.3_0.4,45036.0,10395.0,25493.0,41455.0,4237.0,39156.0,21554.0,44792.0,33706.0,9200.0,43783.0,44764.0,44030.0,13021.0,33953.0
